Organization Name,Organization Name URL,Number of Employees,Operating Status,Website,Contact Email,Phone Number,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Number of Alumni,Industry Groups,Industries,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Number of Private Notes,Tags,Headquarters Location,Estimated Revenue Range,Founded Date,Founded Date Precision,Top 5 Investors,LinkedIn
OtherInbox,https://www.crunchbase.com/organization/otherinbox,11-50,Closed,http://www.otherinbox.com,crunchbase@otherinbox.com,512-506-0816,,,,,,,,,"Commerce and Shopping, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications","Email, Information Technology, Internet, Messaging, Shopping, Social Media, Spam Filtering",,,,,,,,,,"Austin, Texas, United States",,2008-01-01,year,"Arjun Sethi, 500 Global, Capital Factory, Wilson Sonsini Goodrich & Rosati, Othman Laraki",http://www.linkedin.com/company/otherinbox
IID,https://www.crunchbase.com/organization/internet-identity,51-100,Closed,http://www.internetidentity.com,info@internetidentity.com,4256996597,,,,,,,,,"Financial Services, Information Technology, Payments, Privacy and Security","Fraud Detection, Identity Management, Security, Spam Filtering",,,,,,,,,,"Tacoma, Washington, United States",,1997-01-01,year,Bessemer Venture Partners,http://www.linkedin.com/company/internet-identity
Redecam Group SpA,https://www.crunchbase.com/organization/redecam-group-spa,,Active,http://www.redecam.com/,redecam@redecam.com,+39 02 243491,,,,,,,,,Information Technology,Spam Filtering,,,,,266336,USD,266336,,,"Sesto San Giovanni, Lombardia, Italy",,1980-01-01,year,,https://www.linkedin.com/company/redecam-group-srl
whowho,https://www.crunchbase.com/organization/whowho,,Active,https://www.whox2.com/,whowho@whox2.co.kr,,,,,,,,,,"Apps, Information Technology, Software","Apps, Spam Filtering",,,,,,,,,,"Mapo, Seoul-t'ukpyolsi, South Korea",,2013-09-02,day,,
Email List Validation,https://www.crunchbase.com/organization/email-list-validation,,Active,https://www.emaillistvalidation.com/,contact@emaillistvalidation.com,+1 415 805 7439,,,,,,,,,"Apps, Information Technology, Sales and Marketing, Software","Email Marketing, Marketing Automation, Spam Filtering, Web Apps",,,,,,,,,,"San Francisco, California, United States",,,,,https://www.linkedin.com/company/emailvalidation-fr-email-verification/
SF Filter AG,https://www.crunchbase.com/organization/sf-filter-ag,,Active,https://www.sf-filter.com,info.ch@sf-filter.com,41 44 864 10 60 ,,,,,,,,,Information Technology,Spam Filtering,0,2,,Chemical substances,359940,USD,359940,,,"Bachenbulach, Zurich, Switzerland",,1968-01-01,year,Ambienta,https://www.linkedin.com/company/sf-filter-ag
Mailook,https://www.crunchbase.com/organization/mailook,1-10,Active,https://www.mailook.ai/,contact@mailook.ai,,,,,,,,,,"Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Software","Email, Email Marketing, Software, Spam Filtering",,,,,,,,,,"Lewes, Delaware, United States",,2020-01-01,year,,https://www.linkedin.com/company/mailook/
Mollom,https://www.crunchbase.com/organization/mollom,1-10,Closed,http://mollom.com,info@mollom.com,,,,,,,,,,"Content and Publishing, Design, Information Technology, Media and Entertainment, Sales and Marketing, Software","Blogging Platforms, Content, Public Relations, Software, Spam Filtering, Web Design",,,,,,,,,,"Berchem-sainte-agathe, Brussels Hoofdstedelijk Gewest, Belgium",,2008-04-01,day,,http://www.linkedin.com/company/mollom
tellows,https://www.crunchbase.com/organization/tellows,1-10,Active,https://tellows.de,kontakt@tellows.de,+49 01578 4918966,,,,,,,,,"Information Technology, Internet Services, Privacy and Security, Software","Contact Management, Identity Management, Internet, Spam Filtering",,,,,,,,,,"Bennewitz, Sachsen, Germany",,2010-01-01,year,,https://www.linkedin.com/company/tellows/
SpamExperts,https://www.crunchbase.com/organization/spamexperts,51-100,Active,https://www.spamexperts.com/,info@spamexperts.com,+31208200004,,,,,,,,,"Information Technology, Internet Services, Messaging and Telecommunications, Privacy and Security, Software","Cyber Security, Email, Network Security, Security, Software, Spam Filtering",,,,,,,,,,"Amsterdam, Noord-Holland, The Netherlands",,2005-01-01,year,,https://www.linkedin.com/company/spamexperts-bv
Finance Exchange,https://www.crunchbase.com/organization/finance-exchange,1-10,Active,http://finexchange.com,team@finexchange.com, 800-204-7214,,,,,,,,,"Financial Services, Information Technology, Lending and Investments","Finance, Financial Exchanges, Financial Services, FinTech, Spam Filtering",,,,,439369,USD,439369,,,"Aliso Viejo, California, United States",,2008-01-01,year,,https://www.linkedin.com/company/finexchange/
NuCaptcha,https://www.crunchbase.com/organization/nucaptcha,1-10,Active,http://www.nucaptcha.com,bizdev@nucaptcha.com,604-800-3711,,,,,,,,,"Information Technology, Privacy and Security","Security, Spam Filtering",,,,,415727,USD,415727,,,"Vancouver, British Columbia, Canada",,2008-02-01,day,,
Expanded Technologies,https://www.crunchbase.com/organization/expanded-technologies-7394,11-50,Active,https://expatech.com/,info@ExpaTech.com,+1-770-792-0888,,,,,,,,,"Information Technology, Manufacturing","Industrial, Manufacturing, Spam Filtering",,,,,236872,USD,236872,,,"Marietta, Georgia, United States",,,,,https://www.linkedin.com/company/expanded-technologies-inc-
RealCall,https://www.crunchbase.com/organization/realcall-8b9f,11-50,Active,https://www.realcall.ai/,press@realcall.ai,,,,,,,,,,"Information Technology, Software","Information Technology, Software, Spam Filtering",,,,,,,,,,"San Jose, California, United States",,2022-01-01,year,,
EmailOnDeck,https://www.crunchbase.com/organization/emailondeck,,Active,https://www.emailondeck.com,,,,,,,,,,,"Information Technology, Internet Services, Messaging and Telecommunications, Software","Developer Tools, Email, Spam Filtering",,,,,,,,,,,,2015-01-01,year,,
Umail.Link,https://www.crunchbase.com/organization/umail-link,,Active,https://www.umail.link/,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Science and Engineering, Software","Artificial Intelligence (AI), Email, Internet, Spam Filtering",,,,,,,,,,"London, England, United Kingdom",,2021-01-01,year,,https://www.linkedin.com/company/umail-link/
MyBizMailer,https://www.crunchbase.com/organization/mybizmailer,1-10,Active,http://mybizmailer.com,support@mybizmailer.com,1-888-983-6245,,,,,,,,,"Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Software","Email, Email Marketing, SaaS, Software, Spam Filtering",,,,,132172,USD,132172,,,"Scarborough, Ontario, Canada",,2010-01-01,year,,https://www.linkedin.com/company/mybizmailer
GloboMailer,https://www.crunchbase.com/organization/globomailer,51-100,Active,http://www.globomailer.com,support@globosupport.com,00302242022115,,,,,,,,,"Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Software","Email, Email Marketing, Information Technology, Marketing, Software, Spam Filtering",,,,,72647,USD,72647,,,"London, England, United Kingdom",,2012-11-01,day,,
TaylorWorks,https://www.crunchbase.com/organization/taylorworks,11-50,Active,https://www.taylorworks.com/,,+1 407 478 6600,,,,,,,,,"Hardware, Information Technology, Internet Services, Privacy and Security, Professional Services, Software","Cloud Computing, Consulting, Hardware, Information Technology, IT Infrastructure, IT Management, Legal, Network Security, Software, Spam Filtering",,,,,293894,USD,293894,,,"Longwood, Florida, United States",,1999-01-01,year,,https://www.linkedin.com/company/taylorworks-inc-/
NumberCop,https://www.crunchbase.com/organization/numbercop,1-10,Closed,http://www.numbercop.com,service@numbercop.com,4156760545,,,,,,,,,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Platforms, Privacy and Security, Software","Android, Cyber Security, iOS, Mobile, Security, SMS, Spam Filtering, Telecommunications",,,,,,,,,,"San Francisco, California, United States",,2009-04-17,day,,
Signal Spam,https://www.crunchbase.com/organization/signal-spam,1-10,Active,https://signal-spam.fr,,,,,,,,,,,"Information Technology, Internet Services, Privacy and Security, Professional Services","Consulting, Cyber Security, Internet, Spam Filtering",,,,,158752,USD,158752,,,"Paris, Ile-de-France, France",,2005-01-01,year,,https://www.linkedin.com/company/signal-spam/about/
LinuxMagic,https://www.crunchbase.com/organization/linuxmagic,11-50,Active,http://linuxmagic.com,info@linuxmagic.com,(604) 682-0300,,,,,,,,,"Hardware, Information Technology, Software","Software, Spam Filtering, Telecommunications",,,,,254409,USD,254409,,,"Vancouver, British Columbia, Canada",,2000-01-01,day,,https://www.linkedin.com/company/linuxmagic-inc
Denver Tech Solutions,https://www.crunchbase.com/organization/denver-tech-solutions,1-10,Active,https://denvertechsolutions.net,boyce@denvertechsolutions.net,+1-720-907-4060,,,,,,,,,"Hardware, Information Technology, Mobile, Professional Services","Consulting, Information Technology, Spam Filtering, Wireless",,,,,26687,USD,26687,,,"Denver, Colorado, United States",,2000-01-01,year,,https://www.linkedin.com/company/denver-tech-solutions
Mailmask,https://www.crunchbase.com/organization/mailmask,,Active,https://msk.sh,hello@msk.sh,,,,,,,,,,"Information Technology, Internet Services, Messaging and Telecommunications","Email, Online Portals, Spam Filtering",,,,,,,,,,"London, England, United Kingdom",,,,,
SpamBully,https://www.crunchbase.com/organization/spambully,,Active,https://spambully.com,,,,,,,,,,,"Information Technology, Internet Services, Messaging and Telecommunications","Email, Information Technology, Spam Filtering",,,,,,,,,,"Grand Rapids, Michigan, United States",,,,,
Tickreel,https://www.crunchbase.com/organization/tickreel,1-10,Closed,http://tickreel.com,,,,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Design, Information Technology, Internet Services, Science and Engineering, Software","Artificial Intelligence (AI), E-Commerce, Spam Filtering, Web Browsers, Web Design",,,,,,,,,,,,,,,
KhanTec,https://www.crunchbase.com/organization/khantec,,Active,https://khantecfilter.com/,daegonhan@hotmail.com,+(858) 997-5643,,,,,,,,,"Artificial Intelligence (AI), Information Technology, Manufacturing","Generative AI, Manufacturing, Spam Filtering",,,,,83558,USD,83558,,,"Riverside, California, United States",,,,,
Defensio,https://www.crunchbase.com/organization/defensio,1-10,Closed,http://defensio.com,,,,,,,,,,,"Information Technology, Privacy and Security","Security, Spam Filtering",,,,,,,,,,"Montréal, Quebec, Canada",,2007-06-01,day,,
MessageFire,https://www.crunchbase.com/organization/messagefire,,Closed,http://www.messagefire.com,support@messagefire.com,(781) 266-0204,,,,,,,,,"Information Technology, Internet Services, Messaging and Telecommunications, Software","Information Technology, Messaging, Software, Spam Filtering",,,,,,,,,,"Burlington, Massachusetts, United States",,2002-01-01,year,,
Filter Chrome browser + App Blocker,https://www.crunchbase.com/organization/filter-chrome-browser-app-blocker,1-10,Active,https://filterchrome.com/,hello@nationaledtech.com,,,,,,,,,,"Apps, Health Care, Information Technology, Mobile, Platforms, Software","Android, Mobile Apps, Spam Filtering, Wellness",,,,,,,,,,,,2017-09-01,day,,
MailingReport,https://www.crunchbase.com/organization/mailingreport,1-10,Active,http://www.mailingreport.com,b.laugueux@yzalis.com,+33671150812,,,,,,,,,"Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Software","Email, Email Marketing, Software, Spam Filtering",,,,,,,,,,"Avignon, Provence-Alpes-Cote d'Azur, France",,2008-07-10,day,,http://www.linkedin.com/company/mailingreport
Uniwares Ltda,https://www.crunchbase.com/organization/uniwares-ltda,1-10,Closed,http://www.uniwares.com,,,,,,,,,,,"Information Technology, Internet Services, Messaging and Telecommunications, Software","Email, Enterprise Software, Spam Filtering",,,,,,,,,,"Brasília, Rio Grande do Norte, Brazil",,2003-06-03,day,,
Kern Transmission,https://www.crunchbase.com/organization/kern-transmission,101-250,Active,http://www.kerntrans.com/,,661.636.0157,,,,,,,,,"Design, Information Technology, Transportation","Automotive, Product Design, Spam Filtering",,,,,,,,,,"Bakersfield, California, United States",,1992-01-01,day,,
MailShark,https://www.crunchbase.com/organization/mailshark,11-50,Active,http://mailshark.com.au,support@mailshark.com.au,,,,,,,,,,"Information Technology, Internet Services, Messaging and Telecommunications, Software","Email, Information Technology, Software, Spam Filtering",,,,,,,,,,"Liverpool, New South Wales, Australia",,2014-01-01,day,,https://www.linkedin.com/company/mailshark-corporation
Internet Future Technology,https://www.crunchbase.com/organization/internet-future-technology,51-100,Active,https://ift-kk.co.jp,,+81 03-3340-1073,,,,,,,,,"Apps, Information Technology, Privacy and Security, Software","Apps, Network Security, Spam Filtering",,,,,,,,,,"Tokyo, Tokyo, Japan",,2002-01-01,year,,
Mail Filters,https://www.crunchbase.com/organization/mail-filters,1-10,Closed,http://www.mail-filters.com/,support@mailfilters.com,650-655-7700,,,,,,,,,"Information Technology, Internet Services, Messaging and Telecommunications","Email, Spam Filtering",,,,,,,,,,"Las Vegas, Nevada, United States",,2001-01-01,day,,https://www.linkedin.com/company/mail-filters.com-inc./
spamchunk,https://www.crunchbase.com/organization/spamchunk,1-10,Closed,http://www.spamchunk.com,info@spamchunk.com,,,,,,,,,,"Content and Publishing, Information Technology, Media and Entertainment, Sales and Marketing","Digital Media, Email Marketing, Printing, Spam Filtering",,,,,,,,,,,,2008-06-30,day,,
Pipeful,https://www.crunchbase.com/organization/pipeful,51-100,Active,https://pipeful.io,,,,,,,,,,,"Data and Analytics, Design, Information Technology, Other, Sales and Marketing, Software","A/B Testing, B2B, Email Marketing, Lead Generation, Lead Management, Market Research, Marketing Automation, Spam Filtering",,,,,,,,,,"San Francisco, California, United States",,2020-01-01,year,,https://www.linkedin.com/company/pipeful
HENGKO,https://www.crunchbase.com/organization/hengko-1ca2,101-250,Active,https://www.hengkometer.com/,sales@hengkometer.com,+86-755-88823250,,,,,,,,,"Hardware, Information Technology, Manufacturing","Manufacturing, Sensor, Spam Filtering",,,,,,,,,,,,2008-08-18,day,,
