Organization Name,Organization Name URL,Number of Employees,Operating Status,Website,Contact Email,Phone Number,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Number of Alumni,Industry Groups,Industries,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Number of Private Notes,Tags,Headquarters Location,Estimated Revenue Range,Founded Date,Founded Date Precision,Top 5 Investors,LinkedIn
Duochang Technology,https://www.crunchbase.com/organization/duochang-technology,51-100,Active,https://www.multi-field.com/,congjunzhuang@multi-field.com,186-1027-8097,,,,,,,,,"Consumer Electronics, Data and Analytics, Design, Hardware, Manufacturing","Electronics, Industrial, Mechanical Design, Test and Measurement",,,,,,,,,,"Beijing, Beijing, China",,2015-08-27,day,Founder H Fund,
Eckel,https://www.crunchbase.com/organization/eckel,101-250,Active,https://www.eckel.com,sales@eckel.com,+1 432-362-4336,,,,,,,,,"Design, Energy, Hardware, Manufacturing, Natural Resources, Science and Engineering","Manufacturing, Mechanical Design, Mechanical Engineering, Oil and Gas",11,14,Earth Drilling; Mining,Machines and machine tools,334675,USD,334675,,,"Odessa, Texas, United States",,1958-01-01,year,,https://www.linkedin.com/company/eckel-manufacturing-co.-inc./
Northern Valley Machine,https://www.crunchbase.com/organization/northern-valley-machine,51-100,Active,https://www.northernvalleymachine.com,sales@northernvalleymachine.com,+1 218 773 4010,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Manufacturing, Mechanical Design, Mechanical Engineering",1,0,Vehicles In General,,300426,USD,300426,,,"East Grand Forks, Minnesota, United States",$10M to $50M,1992-01-01,year,,
H. A. Thompson & Sons,https://www.crunchbase.com/organization/h-a-thompson-sons,51-100,Active,https://www.hatandsons.com,info@hatandsons.com,+1 701 223 3393,,,,,,,,,"Design, Hardware, Real Estate, Science and Engineering","Construction, Heating, Ventilation, and Air Conditioning (HVAC), Mechanical Design, Mechanical Engineering",,,,,1561526,USD,1561526,,,"Bismarck, North Dakota, United States",$10M to $50M,1908-01-01,year,,https://www.linkedin.com/company/h-a-thompson-&-sons/
Production Facilities Equipment,https://www.crunchbase.com/organization/production-facilities-equipment,101-250,Active,http://pfecinc.com/,lhcarr@pfecinc.com,+1 281-356-1107,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,168778,USD,168778,,,"Magnolia, Texas, United States",$1M to $10M,1982-01-01,year,,https://www.linkedin.com/company/production-facilities-equipment-inc-/
Tribal Manufacturing,https://www.crunchbase.com/organization/tribal-manufacturing,251-500,Active,https://tribalmfg.com/,info@tribalmfg.com,+1 269-781-3901,,,,,,,,,"Consumer Electronics, Design, Energy, Hardware, Manufacturing, Natural Resources, Science and Engineering","Electronics, Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering, Oil and Gas",,,,,678017,USD,678017,,,"Marshall, Michigan, United States",$10M to $50M,2008-01-01,year,,https://www.linkedin.com/company/tribal-manufacturing-inc-/
Superior Manufacturing,https://www.crunchbase.com/organization/superior-manufacturing,51-100,Active,https://superiormanufacturing.com,KPeterson@SuperiorManufacturing.com,+1 336 661 1200,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,325542,USD,325542,,,"Winston Salem, North Carolina, United States",$1M to $10M,1945-01-01,year,,https://www.linkedin.com/company/superior-manufacturing-company-inc
Minibar Systems,https://www.crunchbase.com/organization/minibar-systems,101-250,Active,https://minibarsystems.com/,info@minibarsystems.com,301 354 5055,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering, Travel and Tourism","Hospitality, Industrial Engineering, Manufacturing, Mechanical Design",,,,,1937707,USD,1937707,,,"Rockville, Maryland, United States",$10M to $50M,1970-01-01,year,,https://www.linkedin.com/company/minibar-systems-north-america/
Maraga,https://www.crunchbase.com/organization/maraga,251-500,Active,https://www.maraga.mx/,ecommerce@maraga.com.mx,+52 81 8374 3474,,,,,,,,,"Design, Hardware, Sales and Marketing, Science and Engineering, Software","Marketing, Mechanical Design, Mechanical Engineering, Productivity Tools",,,,,,,,,,"Monterrey, Nuevo Leon, Mexico",,1988-01-01,year,,https://www.linkedin.com/company/maraga/
Kemco,https://www.crunchbase.com/organization/kemco-37b8,101-250,Active,https://kemcois.com/,littlefieldg@gokemco.net,+1-334-356-2005,,,,,,,,,"Administrative Services, Design, Hardware, Manufacturing, Real Estate","Facilities Support Services, Facility Management, Heating, Ventilation, and Air Conditioning (HVAC), Industrial, Mechanical Design, Product Design",,,,,1977417,USD,1977417,,,"Montgomery, Alabama, United States",$10M to $50M,1992-01-01,year,,https://www.linkedin.com/company/kemco-integrated-services/
Four Square TRE,https://www.crunchbase.com/organization/four-square-tre,51-100,Active,https://www.foursquaretre.com/,Jake@Foursquaretre.Com,+1 877 873 6653,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Mechanical Design, Mechanical Engineering",,,,,196549,USD,196549,,,"Conklin, New York, United States",$10M to $50M,1960-01-01,month,,https://www.linkedin.com/company/four-square-tre
Livonia Tool & Laser,https://www.crunchbase.com/organization/livonia-tool-laser,101-250,Active,https://www.livoniatool.com/,,+1 888-875-0833,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Manufacturing, Mechanical Design, Mechanical Engineering, Product Design",,,,,,,,,,"Litchfield, Michigan, United States",Less than $1M,1943-01-01,year,,https://www.linkedin.com/company/livonia-tool-and-laser/
ITW Insulation Systems,https://www.crunchbase.com/organization/itw-insulation-systems,101-250,Active,http://www.itwinsulation.com,,,,,,,,,,,"Design, Hardware, Manufacturing","Manufacturing, Mechanical Design",,,,,,,,,,"Houston, Texas, United States",$50M to $100M,2000-01-01,year,,https://www.linkedin.com/company/itw-insulation-systems/
Spiros Industries,https://www.crunchbase.com/organization/spiros-industries,51-100,Active,https://spirosind.com/,,+1 800 972 8232,,,,,,,,,"Design, Hardware, Manufacturing","Industrial Manufacturing, Manufacturing, Mechanical Design",,,,,96525,USD,96525,,,"West Bend, Wisconsin, United States",$10M to $50M,1991-01-01,year,,https://www.linkedin.com/company/spiros-industries/
General Tool,https://www.crunchbase.com/organization/general-tool,51-100,Active,http://www.gtdiamond.com,,+1-949-261-2322,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering, Transportation","Automotive, Industrial Automation, Industrial Engineering, Industrial Manufacturing, Manufacturing, Mechanical Design",15,13,Machine Tools,Machines and machine tools,278354,USD,278354,,,"Irvine, California, United States",$10M to $50M,1984-01-01,year,,https://www.linkedin.com/company/genreraltoolinc/
Quality Spring Togo,https://www.crunchbase.com/organization/quality-spring-togo,101-250,Active,https://www.qsti.com,,+1 517 278 2391,,,,,,,,,"Design, Hardware, Manufacturing","Industrial, Manufacturing, Mechanical Design",,,,,341274,USD,341274,,,"Coldwater, Michigan, United States",$10M to $50M,1940-01-01,year,,
MSP Industries,https://www.crunchbase.com/organization/msp-industries-302c,101-250,Active,https://www.mspindustriesusa.com,,+1 727 443 5764,,,,,,,,,"Design, Hardware, Manufacturing, Real Estate, Science and Engineering","Heating, Ventilation, and Air Conditioning (HVAC), Industrial, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,936928,USD,936928,,,"Clearwater, Florida, United States",$10M to $50M,1948-01-01,year,,https://www.linkedin.com/company/msp-industries-llc
HI TecMetal Group,https://www.crunchbase.com/organization/hi-tecmetal-group-inc,101-250,Active,http://htgmetals.com/,quoteteam@htg.cc,+1-216-881-8100,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Machinery Manufacturing, Mechanical Design, Mechanical Engineering",0,1,,Treatment of materials,542501,USD,542501,,,"Cleveland, Ohio, United States",,1943-01-01,year,,https://www.linkedin.com/company/hi-tecmetal-group-inc-/
Henan Yicheng New Energy,https://www.crunchbase.com/organization/henan-yicheng-new-energy,1001-5000,Active,http://www.ycne.com.cn/,ycne@ycne.com.cn,0371-22656666,1,1,,,,,,,"Design, Hardware, Manufacturing","Manufacturing, Mechanical Design, Product Design",,,,,,,,,,"Kaifeng, Henan, China",,1997-11-04,day,,
Handa Heavy Industrial Co,https://www.crunchbase.com/organization/handa-heavy-industrial-co,251-500,Active,http://en.hanju.co.jp/,,+81 0569-21-2417,,,,,,,,,"Design, Hardware, Internet Services, Manufacturing, Science and Engineering","Industrial Engineering, Internet of Things, Manufacturing, Mechanical Design",,,,,,,,,,"Handa, Aichi, Japan",,1937-12-01,month,,
NRL & Associates,https://www.crunchbase.com/organization/nrl-0a46,101-250,Active,https://nrlassoc.com,websales@nrlassoc.com,+1 410-643-4063,,,,,,,,,"Design, Hardware, Manufacturing","Hardware, Machinery Manufacturing, Manufacturing, Mechanical Design",,,,,322966,USD,322966,,,"Stevensville, Maryland, United States",$1M to $10M,1986-01-01,year,,https://www.linkedin.com/company/nrl-&-associates-inc-
All Temperature Service Air Conditioning Inc.,https://www.crunchbase.com/organization/all-temperature-service-air-conditioning-inc,51-100,Active,https://www.atsair.com,dispatch@atsair.com,+1.408.926.2718,,,,,,,,,"Design, Hardware, Manufacturing, Professional Services, Real Estate, Science and Engineering","Consulting, Heating, Ventilation, and Air Conditioning (HVAC), Industrial Engineering, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,1049846,USD,1049846,,,"San Jose, California, United States",,1984-01-01,year,,https://www.linkedin.com/company/all-temperature-service-air-conditioning-inc./
Dowa THT America,https://www.crunchbase.com/organization/dowa-tht-america,51-100,Active,https://www.dowa-tht.com,judy@dowa-tht.com,+1 419 354 4144,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Mechanical Design, Mechanical Engineering",,,,,248741,USD,248741,,,"Bowling Green, Ohio, United States",$10M to $50M,1997-01-01,year,,https://www.linkedin.com/company/dowa-tht-america-inc
Northwood Machine,https://www.crunchbase.com/organization/northwood-machine,101-250,Active,https://northwoodmachine.com/,dustin@northwoodmachine.com,+1 502267-5504,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,107751,USD,107751,,,"Louisville, Kentucky, United States",$10M to $50M,1968-01-01,year,,https://www.linkedin.com/company/northwood-machine/
MTE,https://www.crunchbase.com/organization/mte-3688,251-500,Active,https://mechtool.co.uk,sales@mechtool.co.uk,+44 1325 355 141,,,,,,,,,"Design, Energy, Government and Military, Hardware, Manufacturing, Natural Resources, Professional Services","Consulting, Manufacturing, Mechanical Design, Oil and Gas, Public Safety",,,,,2540635,USD,2540635,,,"Durham, Durham, United Kingdom",$10M to $50M,1969-01-01,year,,https://www.linkedin.com/company/mte-ltd/
Xenon Automation,https://www.crunchbase.com/organization/xenon-automation,251-500,Active,https://www.xenon-automation.com,mail@xenon-automation.com,+49 351 402090,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Automation, Machinery Manufacturing, Manufacturing, Mechanical Design",,,,,18165,USD,18165,,,"Dresden, Sachsen, Germany",$50M to $100M,1990-01-01,year,,https://www.linkedin.com/company/xenon-automatisierungstechnik-gmbh/
OlilO Technologies,https://www.crunchbase.com/organization/olilo-technologies,51-100,Active,https://www.olilo.ae,sales@olilo.ae,+971 058968 2616,,,,,,,,,"Design, Hardware, Real Estate, Software","CAD, Interior Design, Mechanical Design",,,,,,,,,,"Dubai, Dubai, United Arab Emirates",$1M to $10M,,,,https://www.linkedin.com/company/olilo-technologies
WLS Stamping,https://www.crunchbase.com/organization/wls-stamping,101-250,Active,https://www.wlsstamping.com/,,+1-216-271-5100,,,,,,,,,"Design, Hardware, Manufacturing, Other","Manufacturing, Mechanical Design, Product Design, Service Industry",,,,,374624,USD,374624,,,"Cleveland, Ohio, United States",$10M to $50M,1944-01-01,year,,https://www.linkedin.com/company/wls-stamping/
Custom Dredge Works,https://www.crunchbase.com/organization/custom-dredge-works,51-100,Active,https://www.customdredgeworks.com,info@customdredgeworks.com,+1 785 220 0555,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,105299,USD,105299,,,"Topeka, Kansas, United States",,2000-01-01,year,,https://www.linkedin.com/company/custom-dredge-works
Fireball Equipment,https://www.crunchbase.com/organization/fireball-equipment,101-250,Active,https://www.fireball.ca,,,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Mechanical Design, Mechanical Engineering",,,,,2269435,USD,2269435,,,"Edmonton, Alberta, Canada",,2014-01-01,day,,https://www.linkedin.com/company/fireball-equipment-ltd
Blackrow Group,https://www.crunchbase.com/organization/blackrow-group,251-500,Active,https://www.blackrow.co.uk,info@blackrow.co.uk,01472 889200,,,,,,,,,"Design, Energy, Food and Beverage, Hardware, Health Care, Manufacturing, Science and Engineering, Sustainability","Chemical, Energy, Food and Beverage, Industrial Design, Industrial Engineering, Mechanical Design, Mechanical Engineering, Pharmaceutical, Renewable Energy, Waste Management",,,,,675454,USD,675454,,,"Grimsby, North East Lincolnshire, United Kingdom",$10M to $50M,1980-10-15,day,,https://www.linkedin.com/company/blackrow-group
USA Coil & Air,https://www.crunchbase.com/organization/usa-coil-air,101-250,Active,https://usacoil.com/,sales@usacoil.com,+1 610-296-9668,,,,,,,,,"Commerce and Shopping, Design, Hardware, Manufacturing, Real Estate","Heating, Ventilation, and Air Conditioning (HVAC), Machinery Manufacturing, Manufacturing, Mechanical Design, Wholesale",,,,,250991,USD,250991,,,"Glen Mills, Pennsylvania, United States",$10M to $50M,1982-01-01,year,,https://www.linkedin.com/company/usa-coil-&-air/
Owens Companies,https://www.crunchbase.com/organization/owens-companies,101-250,Active,https://owenscompanies.com/,,+1-952-854-3800,,,,,,,,,"Design, Energy, Hardware, Manufacturing, Real Estate, Science and Engineering","Building Maintenance, Construction, Energy Management, Heating, Ventilation, and Air Conditioning (HVAC), Industrial Automation, Mechanical Design, Mechanical Engineering",,,,,698066,USD,698066,,,"Bloomington, Minnesota, United States",$1M to $10M,1957-01-01,year,,https://www.linkedin.com/company/owens-companies-inc-/
Baton Rouge Machine Works,https://www.crunchbase.com/organization/baton-rouge-machine-works,51-100,Active,https://www.brmachineworks.com,info@brmachineworks.com,+1 844 857 2592,,,,,,,,,"Consumer Electronics, Design, Hardware, Manufacturing","Electronics, Industrial Manufacturing, Machinery Manufacturing, Manufacturing, Mechanical Design",,,,,237130,USD,237130,,,"Baton Rouge, Louisiana, United States",$1M to $10M,1981-01-01,year,,https://www.linkedin.com/company/baton-rouge-machine-works-llc
BEKO TECHNOLOGIES,https://www.crunchbase.com/organization/beko-technologies-a0b8,501-1000,Active,https://www.beko-technologies.com/en-en,info@beko-technologies.com,+49 2131 988 0,,,,,,,,,"Design, Hardware, Information Technology, Manufacturing, Other, Science and Engineering","Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering, Technical Support",40,28,Physical Or Chemical Processes Or Apparatus In General,Environmental control apparatus,3834139,USD,3834139,,,"Neuss, Nordrhein-Westfalen, Germany",$50M to $100M,1982-01-01,year,,https://www.linkedin.com/company/beko-technologies-gmbh/
Trinity Contractors,https://www.crunchbase.com/organization/trinity-contractors,51-100,Active,https://trin.com/,servicecalltrin@trin.com,+1 205 655 5099,,,,,,,,,"Design, Energy, Hardware, Real Estate, Science and Engineering","Construction, Electrical Distribution, Mechanical Design, Mechanical Engineering",,,,,4163386,USD,4163386,,,"Trussville, Alabama, United States",$100M to $500M,1981-01-01,year,,https://www.linkedin.com/company/trinity-contractors-inc-/
Doosan Turbomachinery Services,https://www.crunchbase.com/organization/doosan-turbomachinery-services,51-100,Active,https://www.doosanturbo.com/,dtssales@doosan.com,+1 713 364 7500,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Machinery Manufacturing, Mechanical Design, Mechanical Engineering",,,,,356903,USD,356903,,,"La Porte, Texas, United States",,1996-01-01,year,,https://www.linkedin.com/company/doosan-turbomachinery-services
Hitachi,https://www.crunchbase.com/organization/hitachi-011b,501-1000,Active,https://www.hitachi-ch.co.jp/,,+81 0561 53 6132,,,,,,,,,"Design, Hardware, Information Technology, Manufacturing","Information Services, Manufacturing, Mechanical Design",,,,,,,,,,"Owariasahi, Aichi, Japan",,2004-10-01,day,,
Advanced Engineering Solutions,https://www.crunchbase.com/organization/advanced-engineering-solutions-6bb8,101-250,Active,https://aesi-usa.com,sales@aesi-usa.com,+1 937 743 6900,,,,,,,,,"Design, Hardware, Manufacturing, Software","CAD, Machinery Manufacturing, Mechanical Design",,,,,405313,USD,405313,,,"Springboro, Ohio, United States",$10M to $50M,1995-01-01,year,,https://www.linkedin.com/company/advanced-engineering-solutions-inc/
Best Carbide Cutting Tools,https://www.crunchbase.com/organization/best-carbide-cutting-tools,51-100,Active,http://www.bestcarbide.com,orders.sacramento@ceratizit.com,+1 916 638 0501,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Manufacturing, Mechanical Design, Mechanical Engineering",,,,,110311,USD,110311,,,"Rancho Cordova, California, United States",$1M to $10M,1980-01-01,year,,https://www.linkedin.com/company/best-carbide-cutting-tools/
Executool,https://www.crunchbase.com/organization/executool,101-250,Active,https://www.executool.net,info@executool.net,+1 814-836-1141,,,,,,,,,"Design, Hardware, Manufacturing","Industrial Manufacturing, Manufacturing, Mechanical Design, Plastics and Rubber Manufacturing",,,,,164593,USD,164593,,,"Erie, Pennsylvania, United States",$1M to $10M,1991-01-01,year,,https://www.linkedin.com/company/executool-precision-tooling
Pneus Ratté,https://www.crunchbase.com/organization/pneus-ratté,51-100,Active,https://www.pneusratte.com/,info@pneusratte.com,418.529.5378,,,,,,,,,"Design, Hardware, Software, Transportation","Automotive, Mechanical Design, Software",,,,,989790,USD,989790,,,"Quebec, Quebec, Canada",,1934-01-01,year,,https://www.linkedin.com/company/pneus-ratt-/about/
VSi Parylene,https://www.crunchbase.com/organization/vsi-parylene,101-250,Active,https://vsiparylene.com,info@vsiparylene.com,(866) 767-5633,,,,,,,,,"Design, Hardware, Manufacturing","Industrial, Mechanical Design",0,1,Coating Metallic Material; Chemical Surface Treatment; Diffusion Treatment Of Metallic Material,Machines and machine tools,361284,USD,361284,,,"Broomfield, Colorado, United States",$10M to $50M,2007-01-01,year,,https://www.linkedin.com/company/vsi-parylene
Maxair Mechanical,https://www.crunchbase.com/organization/maxair-mechanical,251-500,Active,https://maxairmech.com,,+1 770-956-1200,,,,,,,,,"Design, Hardware, Manufacturing, Real Estate, Science and Engineering","Construction, Heating, Ventilation, and Air Conditioning (HVAC), Industrial Engineering, Manufacturing, Mechanical Design",,,,,1692015,USD,1692015,,,"Marietta, Georgia, United States",$10M to $50M,1988-01-01,year,,https://www.linkedin.com/company/maxair-mechanical/
ChenFull International,https://www.crunchbase.com/organization/chenfull-international,5001-10000,Active,http://www.chenfull.com.tw,pr@chenfull.com.tw,+ 886-3-3220022,,,,,,,,,"Design, Hardware, Manufacturing, Natural Resources, Science and Engineering","Industrial Engineering, Industrial Manufacturing, Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering, Water",,,,,,,,,,"Taoyüan, T'ai-wan, Taiwan",$1M to $10M,1982-04-01,month,,https://www.linkedin.com/company/千附實業股份有限公司
Magnum Machining,https://www.crunchbase.com/organization/magnum-machining,101-250,Active,https://www.magnummachining.com/,info@magnummachining.com,+1 218 534 3552,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,392081,USD,392081,,,"Ironton, Minnesota, United States",$10M to $50M,1994-01-01,year,,https://www.linkedin.com/company/magnum-machining-inc-/
Grupo Austromex,https://www.crunchbase.com/organization/austromex-group,501-1000,Active,,servicioaclientes@austromex.com.mx,+52 55 55 57 19 66,,,,,,,,,"Design, Hardware, Information Technology, Manufacturing, Other, Science and Engineering","Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering, Technical Support",0,1,,Machines and machine tools,,,,,,"Miguel Hidalgo, Tabasco, Mexico",$50M to $100M,1954-01-01,year,,https://www.linkedin.com/company/grupo-austromex
Hymmen,https://www.crunchbase.com/organization/hymmen,51-100,Active,https://www.hymmen.com/,info@hymmen.com,+49 521 5806 0,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Manufacturing, Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",16,4,Decorative Arts,Machines and machine tools,267612,USD,267612,,,"Bielefeld, Nordrhein-Westfalen, Germany",$10M to $50M,1892-01-01,year,,https://www.linkedin.com/company/hymmen/
Heinen & Hopman,https://www.crunchbase.com/organization/heinen-hopman,1001-5000,Active,https://heinenhopman.com,,+31332992500,,,,,,,,,"Design, Hardware, Manufacturing, Real Estate, Science and Engineering","Heating, Ventilation, and Air Conditioning (HVAC), Industrial Engineering, Mechanical Design, Mechanical Engineering",0,4,,Building; repairs,34812368,USD,34812368,,,"Bunschoten, Utrecht, The Netherlands",$100M to $500M,1965-01-01,year,,https://www.linkedin.com/company/heinen-&-hopman-engineering-bv/
Cleanfix,https://www.crunchbase.com/organization/cleanfix,51-100,Active,http://www.cleanfix.org,info@cleanfix.org,+49 7181 96988 0,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",6,0,Positive Displacement Machines For Liquids,,99857,USD,99857,,,"Schorndorf, Baden-Wurttemberg, Germany",$1M to $10M,1990-01-01,year,,https://www.linkedin.com/company/cleanfixfans
Group Manufacturing Services,https://www.crunchbase.com/organization/group-manufacturing-services,51-100,Active,https://www.groupmanufacturing.com,sales@groupmanufacturing.com,+1 408 436 1040,,,,,,,,,"Design, Hardware, Manufacturing, Real Estate, Science and Engineering","Building Material, Industrial, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,382605,USD,382605,,,"San Jose, California, United States",$10M to $50M,1981-01-01,year,,https://www.linkedin.com/company/group-manufacturing
Hwashin,https://www.crunchbase.com/organization/hwashin-8bb7,501-1000,Active,http://www.hwashin.co.kr/eng/main.do,ha5316@hwashin.co.kr,+82-54-330-5000,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Manufacturing, Mechanical Design, Mechanical Engineering",12,0,Vehicles In General,,,,,,,"Yongchon, Kyongsang-bukto, South Korea",$500M to $1B,1975-07-01,day,,https://www.linkedin.com/company/hwashin-america-corp.
Kent Manufacturing Company,https://www.crunchbase.com/organization/kent-manufacturing-company,101-250,Active,https://www.kent-mfg.com/,sales@kent-mfg.com,+1-800-232-5368,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Manufacturing, Mechanical Design, Mechanical Engineering, Plastics and Rubber Manufacturing",,,,,325937,USD,325937,,,"Grand Rapids, Michigan, United States",$10M to $50M,,,,https://www.linkedin.com/company/kent-manufacturing-company/
Omni Powertrain,https://www.crunchbase.com/organization/omni-powertrain,501-1000,Active,https://omnipowertrain.com,social@omnipowertrain.com,+1 713 635 6331,,,,,,,,,"Design, Hardware, Manufacturing, Transportation","Automotive, Machinery Manufacturing, Manufacturing, Mechanical Design",,,,,,,,,,"Houston, Texas, United States",$500M to $1B,1958-01-01,year,,https://www.linkedin.com/company/omnipowertrain
Control Technology,https://www.crunchbase.com/organization/control-technology-be04,51-100,Active,https://www.controltechnology.com,sales@controltechnology.com,+1 865-584-0440,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Automation, Industrial Engineering, Manufacturing, Mechanical Design, Mechanical Engineering",0,6,,Scientific and electric apparatus and instruments,384304,USD,384304,,,"Knoxville, Tennessee, United States",$10M to $50M,1980-01-01,year,,https://www.linkedin.com/company/control-technology-corp.
OC McDonald,https://www.crunchbase.com/organization/oc-mcdonald,101-250,Active,https://www.ocmcdonald.com,info@ocmcdonald.com,+1-408-295-2182,,,,,,,,,"Design, Hardware, Real Estate, Science and Engineering","Civil Engineering, Construction, Heating, Ventilation, and Air Conditioning (HVAC), Mechanical Design",,,,,762764,USD,762764,,,"San Jose, California, United States",$10M to $50M,1906-01-01,year,,https://www.linkedin.com/company/o.c.-mcdonald-co.
KGR,https://www.crunchbase.com/organization/kgr,51-100,Active,https://www.kgrspa.it,info@kgrspa.it,+39 011917981,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering, Software","3D Technology, Industrial, Industrial Automation, Industrial Engineering, Manufacturing, Mechanical Design, Product Design",,,,,300610,USD,300610,,,"Brandizzo, Piemonte, Italy",$10M to $50M,1979-01-01,year,,https://www.linkedin.com/company/kgr-spa/
Facultatieve Technologies,https://www.crunchbase.com/organization/facultatieve-technologies,51-100,Active,https://www.facultatieve-technologies.com,info@facultatieve-technologies.com,31-0-70-351-88-88,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering, Product Design",,,,,427807,USD,427807,,,"The Hague, Zuid-Holland, The Netherlands",$10M to $50M,1908-01-01,year,,https://www.linkedin.com/company/facultatieve-technologies
Doshi Engineers,https://www.crunchbase.com/organization/de-fasteners-by-doshi-engineers,51-100,Active,http://www.doshiengineers.com,sameer@doshiengineers.com,+91 0 9822295577,,,,,,,,,"Design, Hardware, Manufacturing","Industrial, Manufacturing, Mechanical Design",,,,,,,,,,"Pune, Maharashtra, India",$10M to $50M,1996-01-01,year,,https://www.linkedin.com/company/doshi-engineers
Shanghai Taisheng Wind Power Equipment,https://www.crunchbase.com/organization/shanghai-taisheng-wind-power-equipment,501-1000,Active,http://www.shtsp.com,sales@shtspchina.com,86 (21) 5724-5664,,,,,,,,,"Design, Energy, Hardware, Manufacturing, Natural Resources, Sustainability","Industrial Manufacturing, Manufacturing, Mechanical Design, Wind Energy",0,1,,Scientific and electric apparatus and instruments,,,,,,"Shanghai, Shanghai, China",,2001-04-13,day,,https://www.linkedin.com/company/shanghai-taisheng-wind-power-equipment-co-ltd-
WATCO,https://www.crunchbase.com/organization/watco-f7d5,51-100,Active,http://www.watcocorp.com ,,+1 919 772 7191,,,,,,,,,"Design, Hardware, Manufacturing, Real Estate, Science and Engineering","Heating, Ventilation, and Air Conditioning (HVAC), Manufacturing, Mechanical Design, Mechanical Engineering",,,,,461168,USD,461168,,,"Garner, North Carolina, United States",,1972-01-01,year,,https://www.linkedin.com/company/watco-corporation/ 
Ameritex Machine & Fabrication,https://www.crunchbase.com/organization/ameritex-machine-fabrication,51-100,Active,https://ameritexllc.com,sales@ameritexllc.com,+1 936 228 5070,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,404708,USD,404708,,,"Willis, Texas, United States",$10M to $50M,2004-01-01,year,,https://www.linkedin.com/company/ameritex-machine-fabrication/
Armoured Solutions,https://www.crunchbase.com/organization/armoured-solutions,51-100,Active,https://www.armoured-solutions.com,info@armoured-solutions.com,+971 4 422 0639,,,,,,,,,"Commerce and Shopping, Design, Hardware, Manufacturing","Manufacturing, Mechanical Design, Retail",,,,,,,,,,"Dubai, Dubai, United Arab Emirates",$1M to $10M,2020-01-01,year,,https://www.linkedin.com/company/asvmllc
Acronics,https://www.crunchbase.com/organization/acronics,101-250,Active,https://acronics.com/,sales@acronics.com,+1 408-432-0888,,,,,,,,,"Design, Hardware, Manufacturing, Other, Science and Engineering","Manufacturing, Mechanical Design, Mechanical Engineering, Small and Medium Businesses",,,,,436427,USD,436427,,,"San Jose, California, United States",$10M to $50M,1994-01-01,year,,https://www.linkedin.com/company/acronics/
