Organization Name,Organization Name URL,Number of Employees,Operating Status,Website,Contact Email,Phone Number,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Number of Alumni,Industry Groups,Industries,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Number of Private Notes,Tags,Headquarters Location,Estimated Revenue Range,Founded Date,Founded Date Precision,Top 5 Investors,LinkedIn
Yell,https://www.crunchbase.com/organization/yell-aa32,1001-5000,Active,https://www.yell.com/,,0800777449,,,,,,,,,"Advertising, Design, Internet Services, Professional Services, Sales and Marketing","Advertising, Consulting, Digital Marketing, Marketing, SEO, Social Media Management, Web Design",,,,,,,,,,"Alexandria, Virginia, United States",$100M to $500M,1966-01-01,year,Oskar Hartmann,https://www.linkedin.com/company/yell
Bravado,https://www.crunchbase.com/organization/bravado,51-100,Active,https://www.bravado.com/,,+4402087425600,,,,,,,,,"Commerce and Shopping, Community and Lifestyle, Design, Internet Services, Manufacturing, Media and Entertainment","E-Commerce, Lifestyle, Social Media, Textiles, Web Design",,,,,384709,USD,384709,,,"New York, New York, United States",$100M to $500M,1997-01-01,year,,https://www.linkedin.com/company/bravado-international-group-merchandising-services-inc./
Saven Technologies,https://www.crunchbase.com/organization/saven-technologies-inc-usa,251-500,Active,http://saventech.com,info@saventech.com,+1 847-993-2001,,,,,,,,,"Administrative Services, Design, Information Technology, Other, Professional Services, Software","Consulting, Information Technology, Professional Services, Recruiting, Software, Staffing Agency, Web Design, Web Development",,,,,,,,,,"South Plainfield, New Jersey, United States",$100M to $500M,1996-05-10,day,,https://www.linkedin.com/company/saven-technologies
CyFuture,https://www.crunchbase.com/organization/cyfuture,1001-5000,Active,https://www.cyfuture.com,sales@cyfuture.com,18887952770,,,,,,,,,"Data and Analytics, Design, Information Technology, Professional Services, Software","Business Development, Business Intelligence, Information Technology, Software, Web Design, Web Development",,,,,,,,,,"Houston, Texas, United States",$100M to $500M,2001-01-01,day,,https://www.linkedin.com/company/cyber-futuristics-india-private-limited
Troika Media Group,https://www.crunchbase.com/organization/troika-media,51-100,Active,https://www.troikamedia.com/,,+1 323 965 1650,,,,,,,,,"Advertising, Design, Sales and Marketing","Advertising, Marketing, Web Design",,,,,2683784,USD,2683784,,,"Los Angeles, California, United States",$100M to $500M,2001-01-01,year,,https://www.linkedin.com/company/troika-mission-group/
IDS Infotech,https://www.crunchbase.com/organization/ids-infotech-limited-2,1001-5000,Active,http://www.idsil.com,info@idsil.com,+91 172 505 3601,,,,,,,,,"Content and Publishing, Data and Analytics, Design, Information Technology, Media and Entertainment, Software","Analytics, Content, Information Services, Publishing, Software, Web Design, Web Development",,,,,,,,,,"Mohali, Punjab, India",$100M to $500M,1989-01-01,year,,https://www.linkedin.com/company/idsinfotech/
The PAS Group,https://www.crunchbase.com/organization/the-pas-group,501-1000,Active,https://thepasgroup.com.au/,,+61399025555,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Manufacturing","Apparel, Consumer Goods, Fashion, Retail, Textiles, Web Design",,,,,,,,,,"Mount Waverley, Victoria, Australia",$100M to $500M,2004-11-01,day,,http://www.linkedin.com/company/the-pas-group-pty-ltd
The KaDeWe Group,https://www.crunchbase.com/organization/the-kadewe-group,1001-5000,Active,https://www.kadewe.de/en/,,+49 30 21211156,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design","Fashion, Lifestyle, Retail, Web Design",0,4,,Meats and prepared or preserved foods; dairy products,,,,,,"Berlin, Berlin, Germany",$100M to $500M,1907-01-01,year,,https://www.linkedin.com/company/the-kadewe-group
Lawrence Group,https://www.crunchbase.com/organization/lawrence-group,101-250,Active,http://thelawrencegroup.com,info@thelawrencegroup.com,866.680.5700,,,,,,,,,Design,Web Design,,,,,1979641,USD,1979641,,,"Austin, Texas, United States",$100M to $500M,1983-01-01,year,Advantage Capital,https://www.linkedin.com/company/the-lawrence-group
Pennoni,https://www.crunchbase.com/organization/pennoni-2,1001-5000,Active,http://www.pennoni.com,info@pennoni.com,570-824-0800,,,,,,,,,"Design, Professional Services","Consulting, Product Design, Web Design",,,,,11336966,USD,11336966,,,"Winchester, Virginia, United States",$100M to $500M,1966-01-01,year,,https://www.linkedin.com/company/pennoni
AMC Bridge,https://www.crunchbase.com/organization/amc-bridge,251-500,Active,https://amcbridge.com,contact@amcbridge.com,866-575-4791,,,,,,,,,"Design, Manufacturing, Software","Manufacturing, Product Design, Software, Web Design",,,,,18904650,USD,18904650,,,"Randolph, New Jersey, United States",$100M to $500M,1999-01-01,year,,https://www.linkedin.com/company/amc-bridge-llc
General Plumbing Supply,https://www.crunchbase.com/organization/general-plumbing-supply,251-500,Active,https://generalplumbingsupply.net/,adas@generalplumbingsupply.net,,,,,,,,,,"Design, Real Estate","Product Design, Real Estate, Web Design",,,,,5605000,USD,5605000,,,"Edison, New Jersey, United States",$100M to $500M,1910-01-01,year,,https://www.linkedin.com/company/general-plumbing-supply
Elan Polo,https://www.crunchbase.com/organization/elan-polo,251-500,Active,http://www.elanpolo.com,uk@elanpolo.com,+1 615 844 2300,,,,,,,,,"Clothing and Apparel, Community and Lifestyle, Design, Other","Association, Fashion, Lifestyle, Web Design",,,,,3225648,USD,3225648,,,"St Louis, Missouri, United States",$100M to $500M,1976-01-01,day,,https://www.linkedin.com/company/elan-polo
Barracuda,https://www.crunchbase.com/organization/barracuda-2,501-1000,Active,http://www.barracuda-distribution.co.uk,info@barracuda-distribution.co.uk,+4402034223003,,,,,,,,,"Commerce and Shopping, Design, Manufacturing, Real Estate","Building Material, E-Commerce, Manufacturing, Real Estate, Retail, Web Design",,,,,41082,USD,41082,,,"London, England, United Kingdom",$100M to $500M,2013-01-01,year,,https://www.linkedin.com/company/5078217
Hammacher Schlemmer,https://www.crunchbase.com/organization/hammacher-schlemmer,251-500,Active,http://www.hammacher.com,customerservice@hammacher.com,(800) 321-1484,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design, Sports","E-Commerce, Fashion, Leisure, Sports, Web Design",,,,,,,,,,"Fairfield, Ohio, United States",$100M to $500M,1848-01-01,year,,http://www.linkedin.com/company/hammacher-schlemmer
WillowTree,https://www.crunchbase.com/organization/willowtree-apps,1001-5000,Active,http://www.willowtreeapps.com,info@willowtreeapps.com,(888)329-9875,,,,,,,,,"Design, Software","Product Design, Software, UX Design, Web Design, Web Development",,,,,3514929,USD,3514929,,,"Charlottesville, Virginia, United States",$100M to $500M,2007-01-01,year,Insignia Capital Group,https://www.linkedin.com/company/willowtreeapps
Edinburgh Woollen Mill,https://www.crunchbase.com/organization/edinburgh-woollen-mill,1001-5000,Active,https://www.ewm.co.uk/,,+44 (0) 1387 382 732,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design","Communities, Fashion, Lifestyle, Retail, Web Design",0,31,,Clothing; footwear; headgear,,,,,,"Langholm, Dumfries and Galloway, United Kingdom",$100M to $500M,1947-01-01,year,,https://www.linkedin.com/company/the-edinburgh-woollen-mill
Kaufman Lynn Construction,https://www.crunchbase.com/organization/kaufman-lynn-construction,101-250,Active,http://kaufmanlynn.com,info@kaufmanlynn.com,(239) 331-5130,,,,,,,,,"Design, Manufacturing, Real Estate","Building Material, Manufacturing, Product Design, Real Estate, Web Design",,,,,5739836,USD,5739836,,,"Delray Beach, Florida, United States",$100M to $500M,1989-01-01,day,,https://www.linkedin.com/company/kaufman-lynn-construction
Humphrey & Associates Inc,https://www.crunchbase.com/organization/humphrey-associates-inc,251-500,Active,http://teamhumphrey.com,infofw@teamhumphrey.com,817-589-9550,,,,,,,,,"Design, Professional Services, Real Estate","Consulting, Legal, Real Estate, Web Design",,,,,566866,USD,566866,,,"Carrollton, Texas, United States",$100M to $500M,1977-01-01,day,,https://www.linkedin.com/company/humphrey-&-associates-inc
Mind Digital,https://www.crunchbase.com/organization/mind-digital,51-100,Active,https://minddigital.com,info@minddigital.com,011 4100 3450,,,,,,,,,"Apps, Design, Information Technology, Sales and Marketing, Software","Digital Marketing, Information Technology, Web Apps, Web Design, Web Development",,,,,,,,,,"London, England, United Kingdom",$100M to $500M,2013-11-01,month,,https://www.linkedin.com/company/mind-digital-group
Mayco International,https://www.crunchbase.com/organization/mayco-international,251-500,Active,http://maycointernational.com,,248-563-4373,,,,,,,,,"Design, Transportation","Automotive, Product Design, Web Design",0,1,,Advertising; business,31040848,USD,31040848,,,"Sterling Heights, Michigan, United States",$100M to $500M,2006-01-01,day,,https://www.linkedin.com/company/mayco-international
Browns,https://www.crunchbase.com/organization/browns,51-100,Active,https://www.brownsfashion.com/,customercare@brownsfashion.com,+44 20 7514 0039,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design, Internet Services, Media and Entertainment","E-Commerce, Fashion, Lifestyle, Retail, Social Media, Web Design",0,5,,Advertising; business,2366808,USD,2366808,,,"London, England, United Kingdom",$100M to $500M,1970-01-01,year,,https://www.linkedin.com/company/browns-sms-ltd
The N&D Group,https://www.crunchbase.com/organization/the-n-d-group,101-250,Active,http://www.ndgroup.com/,social@ndgroup.com,+1 800-688-1825,,,,,,,,,"Advertising, Artificial Intelligence (AI), Data and Analytics, Design, Financial Services, Internet Services, Media and Entertainment, Professional Services, Sales and Marketing, Science and Engineering, Software","Advertising, Artificial Intelligence (AI), Consulting, Finance, Insurance, Social Media, Web Design",,,,,,,,,,"Dedham, Massachusetts, United States",$100M to $500M,1825-01-01,year,,https://www.linkedin.com/company/n&d/
WE Fashion,https://www.crunchbase.com/organization/we-fashion,501-1000,Active,https://www.wefashion.com,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design","E-Commerce, Fashion, Lifestyle, Web Design",,,,,,,,,,"Utrecht, Utrecht, The Netherlands",$100M to $500M,1962-01-01,year,,https://www.linkedin.com/company/wefashioneurope
Coferge Marketing,https://www.crunchbase.com/organization/coforge-marketing,10001+,Active,,marketing@coforge.com,+1 203 865 5500,,,,,,,,,"Design, Internet Services, Sales and Marketing","Digital Marketing, Marketing, SEO, Social Media Management, Web Design",,,,,,,,,,"New Haven, Connecticut, United States",$100M to $500M,2004-01-01,year,,
"PROCON, Inc.",https://www.crunchbase.com/organization/procon-inc,251-500,Active,http://proconinc.com,,(603) 623-8811,,,,,,,,,"Design, Hardware, Professional Services, Software","Consulting, Product Design, Virtual Reality, Web Design",,,,,5266122,USD,5266122,,,"Manchester, New Hampshire, United States",$100M to $500M,1935-01-01,year,,https://www.linkedin.com/company/pro-con-incorporated
"Voss Industries, LLC",https://www.crunchbase.com/organization/voss-industries-llc,251-500,Active,http://vossind.com,email@vossind.com,(216) 771-7655,,,,,,,,,"Design, Manufacturing","Manufacturing, Product Design, Web Design",2,0,Mechanical Metal-Working Without Essentially Removing Material,,,,,,,"Cleveland, Ohio, United States",$100M to $500M,1957-01-01,day,,https://www.linkedin.com/company/voss-industries-inc.
AFC Industries,https://www.crunchbase.com/organization/afc-industries,101-250,Active,http://www.afcindustries.com/,afcsales@afcindustries.com,718-747-0726,,,,,,,,,"Design, Manufacturing","Manufacturing, Web Design",,,,,527393,USD,527393,,,"College Point, New York, United States",$100M to $500M,1994-01-01,year,,https://www.linkedin.com/company/afcindustries/?originalSubdomain=in
"Exxel Pacific, Inc.",https://www.crunchbase.com/organization/exxel-pacific-inc,101-250,Active,http://exxelpacific.com,general@exxelpacific.com,206.453.1005,,,,,,,,,"Design, Real Estate","Building Material, Product Design, Real Estate, Web Design",,,,,798544,USD,798544,,,"Bellingham, Washington, United States",$100M to $500M,1989-01-01,day,,https://www.linkedin.com/company/exxel-pacific-inc
Euphoria Technologies,https://www.crunchbase.com/organization/euphoria-technologies,501-1000,Active,http://www.euphoriatechnologies.com/,info@euphoriatechnologies.com,+91 22 49793891,,,,,,,,,"Design, Information Technology, Sales and Marketing, Software","Digital Marketing, Enterprise Resource Planning (ERP), Graphic Design, Information Technology, IT Infrastructure, Software, Web Design, Web Development",,,,,,,,,,"Surat, Gujarat, India",$100M to $500M,2010-01-01,year,,https://www.linkedin.com/company/euphoria-technologies-ltd/
Stewart,https://www.crunchbase.com/organization/stewart,101-250,Active,http://stewartinc.com,,704-334-7925,,,,,,,,,"Design, Professional Services","Consulting, Web Design",,,,,9822588,USD,9822588,,,"Raleigh, North Carolina, United States",$100M to $500M,1994-01-01,year,,https://www.linkedin.com/company/stewart
Fownes Brothers & Co,https://www.crunchbase.com/organization/fownes-brothers-co-inc,1001-5000,Active,http://fownesbrothers.com,,+1 800 345 6837,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design","Apparel, E-Commerce, Fashion, Lifestyle, Web Design",,,,,13026096,USD,13026096,,,"New York, New York, United States",$100M to $500M,1777-01-01,day,,https://www.linkedin.com/company/fownes
"Structural Components, LLC",https://www.crunchbase.com/organization/structural-components-llc,101-250,Active,http://structuralcomponents.net,sales@structuralcomponents.net,(303) 800.6177,,,,,,,,,Design,Web Design,,,,,,,,,,"Denver, Colorado, United States",$100M to $500M,2001-01-01,year,,https://www.linkedin.com/company/structural-components-llc
Redbox Digital,https://www.crunchbase.com/organization/redbox-digital-9ae7,101-250,Active,https://www.redboxdigital.com/,enquiries@redboxdigital.com,+44-207-183-1833,,,,,,,,,"Commerce and Shopping, Design, Information Technology, Internet Services, Professional Services","Consulting, E-Commerce, Information Services, Information Technology, UX Design, Web Design, Web Hosting",0,1,,Scientific and technological services,419152,USD,419152,,,"London, England, United Kingdom",$100M to $500M,2004-01-01,year,,https://www.linkedin.com/company/redbox-digital/
Intouch Quality Services Private Limited,https://www.crunchbase.com/organization/intouch-group,51-100,Active,https://intouchgroup.in/,,870-037-3881,,,,,,,,,Design,Web Design,,,,,,,,,,"Uxbridge, Hillingdon, United Kingdom",$100M to $500M,,,,https://www.linkedin.com/company/intouch-quality-services-private-limited/about/
Mediactive Group,https://www.crunchbase.com/organization/mediactive-group,51-100,Active,https://www.groupe-mediactive.fr,contact@groupe-mediactive.fr,33 155288060,,,,,,,,,"Design, Information Technology, Internet Services","Information Technology, Web Design, Web Hosting",,,,,,,,,,"Paris, Ile-de-France, France",$100M to $500M,1995-01-01,day,,https://www.linkedin.com/company/mediactive-group
"Pernix Group, Inc.",https://www.crunchbase.com/organization/pernix-group-inc,501-1000,Active,http://pernixgroup.com,info@pernixgroup.com,(704) 412-9300,,,,,,,,,"Design, Real Estate","Building Material, Product Design, Real Estate, Web Design",0,1,,Building; repairs,26408428,USD,26408428,,,"Lombard, Illinois, United States",$100M to $500M,1994-01-01,day,,https://www.linkedin.com/company/pernix-group-inc-
Vistaprint,https://www.crunchbase.com/organization/vistaprint,101-250,Active,http://www.vistaprint.es,,34-935 451 749,,,,,,,,,"Advertising, Design, Sales and Marketing","Advertising, Graphic Design, Web Design",,,,,1985866,USD,1985866,,,"Barcelona, Catalonia, Spain",$100M to $500M,2003-01-01,day,,
Ausco Holdings PTY Limited,https://www.crunchbase.com/organization/ausco-holdings-pty-limited,251-500,Active,https://ausco.com.au/,marketing@ausco.com.au,+61 136211,,,,,,,,,"Design, Real Estate","Construction, Web Design",,,,,,,,,,"Wacol, Queensland, Australia",$100M to $500M,1961-01-01,day,,https://www.linkedin.com/company/2447312
Al Kifah Precast Company,https://www.crunchbase.com/organization/al-kifah-precast-company,251-500,Active,https://www.kifahprecast.com/,kifahshabbir@gmail.com,+966 13 839 7222,,,,,,,,,"Design, Manufacturing, Real Estate","Construction, Industrial, Manufacturing, Web Design",,,,,,,,,,"Al Khobar, Ash Sharqiyah, Saudi Arabia",$100M to $500M,2009-01-01,year,,https://www.linkedin.com/company/al-kifah-precast-company/
Prestige Film Technologies,https://www.crunchbase.com/organization/prestige-film-technologies,251-500,Active,http://prestige-films.com,,,,,,,,,,,"Design, Manufacturing","Industrial Manufacturing, Manufacturing, Web Design",2,1,Layered Products,"Rubber and plastic goods; packing, stopping and insulating materials",7805591,USD,7805591,,,"San Jose, California, United States",$100M to $500M,1976-01-01,day,,https://www.linkedin.com/company/prestige-film-technologies
Vision Internet,https://www.crunchbase.com/organization/vision-internet,51-100,Closed,https://granicus.com,info@visioninternet.com,(888) 263-8847,,,,,,,,,"Design, Government and Military, Information Technology, Internet Services, Software","Government, GovTech, Internet, Software, Web Design, Web Development, Web Hosting",,,,,20795909,USD,20795909,,,"El Segundo, California, United States",$100M to $500M,1995-01-01,year,Caltius Equity Partners,http://www.linkedin.com/company/vision-internet
Casaideas,https://www.crunchbase.com/organization/casaideas,1001-5000,Active,http://www.casaideas.cl/,,,,,,,,,,,"Commerce and Shopping, Design, Real Estate","E-Commerce, Product Design, Real Estate, Web Design",,,,,,,,,,"Santiago, Region Metropolitana, Chile",$100M to $500M,1993-01-01,day,,
"Atlanta Flooring Design Centers, Inc.",https://www.crunchbase.com/organization/atlanta-flooring-design-centers-inc,251-500,Active,http://atlantaflooringdesign.com,info@atlantaflooringdesign.com,770-476-8306,,,,,,,,,"Design, Real Estate","Real Estate, Web Design",,,,,,,,,,"Suwanee, Georgia, United States",$100M to $500M,1985-01-01,year,,https://www.linkedin.com/company/atlanta-flooring-design-centers-inc-
ArtworkServicesUSA,https://www.crunchbase.com/organization/artworkservicesusa,1001-5000,Active,https://artworkservicesusa.com/,,+1 443 283 3456,,,,,,,,,"Design, Information Technology, Sales and Marketing","Digital Marketing, Information Technology, Web Design",,,,,31969378,USD,31969378,,,"Columbia, Maryland, United States",$100M to $500M,2000-01-01,year,,https://www.linkedin.com/company/artworkservicesusa
Computer Task Group,https://www.crunchbase.com/organization/computer-task-group-67a9,1001-5000,Active,https://jobs.ctg.eu/en,info@ctg.com,+1 716-882-8000,,,,,,,,,"Design, Information Technology, Software","Information Technology, Software, Web Design",,,,,,,,,,"Bertrange, Luxembourg, Luxembourg",$100M to $500M,1976-01-01,year,,https://www.linkedin.com/company/ctgluxembourg/
"Cascade Engineering Services, Inc.",https://www.crunchbase.com/organization/cascade-engineering-services-inc,101-250,Active,http://cascade-eng.com,,(425) 895-8617,,,,,,,,,"Design, Professional Services","Consulting, Legal, Product Design, Web Design",,,,,2283566,USD,2283566,,,"Redmond, Washington, United States",$100M to $500M,1984-01-01,day,,https://www.linkedin.com/company/cascade-engineering-services-inc.
Prominere Software Solutions Pvt Ltd,https://www.crunchbase.com/organization/prominere-software-solutions-pvt-ltd,1001-5000,Active,https://www.prominere.com/,,,,,,,,,,,"Apps, Design, Information Technology, Internet Services, Sales and Marketing, Software","Apps, Information Technology, Marketing, SEO, Software, Web Design, Web Development",,,,,11151150,USD,11151150,,,"Andra, Andhra Pradesh, India",$100M to $500M,2009-06-25,day,,https://www.linkedin.com/company/prominere-software-solutions-pvt-ltd/?originalSubdomain=in
Bernhardt Industries,https://www.crunchbase.com/organization/bernhardt-industries,501-1000,Active,http://www.bernhardt.com,customercare@bernhardt.com,8287594148,,,,,,,,,"Design, Professional Services","Consulting, Web Design",,,,,248590,USD,248590,,,"Lenoir, North Carolina, United States",$100M to $500M,1889-01-01,year,,https://www.linkedin.com/company/bernhardt-furniture-co
Onyx,https://www.crunchbase.com/organization/onyx,51-100,Active,http://onyxla.co,hello@onyxagency.co,+1 (424) 281-7768,,,,,,,,,"Apps, Design, Mobile, Software","Mobile Apps, Software, Web Design, Web Development",0,1,,Education; entertainment,,,,,,"Los Angeles, Huila, Colombia",$100M to $500M,2014-06-01,day,,https://www.linkedin.com/company/onyx-agency
Soltek Pacific,https://www.crunchbase.com/organization/soltek-pacific,251-500,Active,http://soltekpacific.com,,(559) 294-7047,,,,,,,,,"Design, Real Estate","Product Design, Real Estate, Web Design",,,,,3239000,USD,3239000,,,"San Diego, California, United States",$100M to $500M,1974-01-01,year,,https://www.linkedin.com/company/soltek-pacific
Complete Business Solutions,https://www.crunchbase.com/organization/complete-business-solutions-c6a1,501-1000,Active,https://www.complete.co.uk/,wakefield@complete.co.uk,+44-845-644-8707,,,,,,,,,"Administrative Services, Commerce and Shopping, Design, Real Estate","E-Commerce, Interior Design, Office Administration, Product Design, Retail, Web Design",,,,,22856,USD,22856,,,"West Burton, North Yorkshire, United Kingdom",$100M to $500M,1995-01-01,year,,https://www.linkedin.com/company/complete-office-solutions/
Vineyard vines,https://www.crunchbase.com/organization/vineyard-vines-3,1001-5000,Active,http://www.vineyardvines.com,,800-892-4982,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Design","Apparel, Fashion, Retail, Web Design",0,20,,Clothing; footwear; headgear,,,,,,"Stamford, Connecticut, United States",$100M to $500M,1998-01-01,year,,https://www.linkedin.com/company/vineyard-vines
SSTech System,https://www.crunchbase.com/organization/sstech-system,51-100,Active,https://www.sstechsystem.com/,info@sstechsystem.com,+918780064339,,,,,,,,,"Apps, Design, Mobile, Software","Mobile Apps, Software, UX Design, Web Apps, Web Design, Web Development",,,,,,,,,,"Ahmedabad, Gujarat, India",$100M to $500M,2011-01-01,day,,https://www.linkedin.com/company/7789317/
Hily,https://www.crunchbase.com/organization/hily,1001-5000,Active,https://www.hilymedia.com,info@hilymedia.com,+1 818 399 3327,,,,,,,,,"Advertising, Design, Sales and Marketing, Software","Advertising, Web Design, Web Development",,,,,17355361,USD,17355361,,,"Woodland Hills, California, United States",$100M to $500M,,,,
Globalwebi,https://www.crunchbase.com/organization/globalwebi,101-250,Active,https://globalwebi.com,sales@globalwebi.com,+1 404 382 0137,,,,,,,,,"Design, Information Technology, Internet Services, Sales and Marketing, Software","Digital Marketing, Information Technology, SEO, Web Design, Web Development, Web Hosting",,,,,,,,,,"Indore, Madhya Pradesh, India",$100M to $500M,,,,https://www.linkedin.com/company/globalwebi
Weblink.in Pvt. Ltd,https://www.crunchbase.com/organization/weblink-in-pvt-ltd,1001-5000,Active,https://www.weblink.in,info@weblink.in,+91 9811948545,,,,,,,,,"Design, Professional Services, Real Estate, Software, Travel and Tourism","Business Development, Real Estate, Tourism, Travel, Web Design, Web Development",,,,,,,,,,"New Delhi, Delhi, India",$100M to $500M,1997-01-01,year,,https://www.linkedin.com/company/weblink.inpvt.ltd
Digital Results,https://www.crunchbase.com/organization/digital-results,251-500,Active,https://resultadosdigitais.com.br,contato@resultadosdigitais.com.br,+55 48 3877-2700,,,,,,,,,"Advertising, Design, Information Technology, Internet Services, Other, Professional Services, Sales and Marketing","Advertising, B2B, Consulting, Information Technology, Internet, Marketing, Small and Medium Businesses, Web Design",,,,,,,,,,"Florianópolis, Santa Catarina, Brazil",$100M to $500M,2010-01-01,year,,https://www.linkedin.com/company/resultadosdigitais
Grafica,https://www.crunchbase.com/organization/grafica-9536,1001-5000,Active,https://grafica.com.au,,61 414 339 605,,,,,,,,,"Content and Publishing, Design, Media and Entertainment, Sales and Marketing","Brand Marketing, Creative Agency, Digital Marketing, Graphic Design, Web Design",,,,,,,,,,"Ballina, New South Wales, Australia",$100M to $500M,,,,https://www.linkedin.com/company/grafica
Masters of Money LLC,https://www.crunchbase.com/organization/masters-of-money,101-250,Active,https://www.mastersofmoneyllc.com/,info@mastersofmoneyllc.com,+1 240-210-9540,,,,,,,,,"Advertising, Design, Professional Services, Sales and Marketing","Advertising, Business Development, Email Marketing, Marketing, Web Design",,,,,297367,USD,297367,,,"Bethesda, Maryland, United States",$100M to $500M,2009-02-03,day,,https://www.linkedin.com/company/masters-of-money-llc.
Digipas,https://www.crunchbase.com/organization/digipas,251-500,Active,http://egeetouch.com,info@egeetouch.com,+118603739634,,,,,,,,,"Design, Information Technology, Professional Services","Business Development, Information Technology, Web Design",,,,,183034,USD,183034,,,"Avon, Connecticut, United States",$100M to $500M,,,,
HVEG Investments B.V.,https://www.crunchbase.com/organization/hveg-investments-b-v,251-500,Active,https://hvegfashiongroup.com/,info@hvegfashiongroup.com,+31 (0) 33 - 752 32 32,,,,,,,,,"Design, Manufacturing, Transportation","Supply Chain Management, Textiles, Web Design",0,1,,Scientific and electric apparatus and instruments,,,,,,"Leusden, Utrecht, The Netherlands",$100M to $500M,1989-01-01,year,,https://www.linkedin.com/company/hveg-fashion-group/
NT Solutions,https://www.crunchbase.com/organization/nt-solutions-49c6,101-250,Active,https://ntsolutionscoltd.com/,info@ntsolutionscoltd.com,+211 9270 66698,,,,,,,,,"Apps, Design, Information Technology, Other, Professional Services, Software","Apps, Consulting, Information Technology, Technical Support, Web Design, Web Development",,,,,,,,,,"Juba, Central Equatoria State, Sudan",$100M to $500M,2017-11-01,month,,
Trajectory Services,https://www.crunchbase.com/organization/trajectory-services,1001-5000,Active,https://trajectoryservices.com,,,,,,,,,,,"Design, Internet Services, Professional Services, Sales and Marketing","Consulting, Digital Marketing, SEO, Web Design",,,,,34823307,USD,34823307,,,"Cary, North Carolina, United States",$100M to $500M,2009-01-01,year,,
Mayur Web Technology,https://www.crunchbase.com/organization/mayur-web-technology,101-250,Active,https://www.mayurwebtech.com,info@mayurwebtech.com,+91 9426677069,,,,,,,,,"Design, Information Technology, Internet Services, Sales and Marketing, Software","Information Technology, SEO, Software, Web Design, Web Development, Web Hosting",,,,,,,,,,"Ahmedabad, Gujarat, India",$100M to $500M,2007-01-01,year,,https://www.linkedin.com/company/mayur-web-technology/?originalSubdomain=in
Enterprise Electric,https://www.crunchbase.com/organization/enterprise-electric,251-500,Active,http://eecompany.com/,,(410) 488-6639,,,,,,,,,"Consumer Electronics, Design, Hardware, Manufacturing","Consumer Electronics, Electronics, Hardware, Manufacturing, Product Design, Web Design",,,,,,,,,,"Baltimore, Maryland, United States",$100M to $500M,1928-01-01,year,,https://www.linkedin.com/company/enterprise-electric-company
Bringing In The Green,https://www.crunchbase.com/organization/bringing-in-the-green,101-250,Active,https://bringinginthegreen.com,debbie.green@bringinginthegreen.com,1 (859) 536-7863,,,,,,,,,"Advertising, Design, Events, Media and Entertainment, Sales and Marketing","Advertising, Brand Marketing, Event Management, Marketing, Web Design",,,,,1902868,USD,1902868,,,"Lexington, Kentucky, United States",$100M to $500M,,,,https://www.linkedin.com/company/bringing-in-the-green-inc.
Mobile App Experts,https://www.crunchbase.com/organization/mobile-app-experts,101-250,Active,http://mobileappexperts.co.uk/,hello@mobileappexperts.co.uk,+44 7440261268,,,,,,,,,"Apps, Design, Mobile, Platforms, Software","Android, Apps, iOS, Software, Web Design, Web Development",,,,,,,,,,"London, England, United Kingdom",$100M to $500M,2017-05-21,day,,https://www.linkedin.com/company/mobileapp-experts/
Brochure Guru,https://www.crunchbase.com/organization/brochure-guru,51-100,Active,https://www.brochureguru.com,info@brochureguru.com,+91 8420353945,,,,,,,,,"Advertising, Design, Sales and Marketing","Advertising, Graphic Design, Web Design",,,,,,,,,,"Kolkata, West Bengal, India",$100M to $500M,2006-01-01,year,,https://www.linkedin.com/company/brochure-design-india/
NRI System Techno,https://www.crunchbase.com/organization/nri-system-techno,251-500,Active,https://www.nri-st.co.jp/,nst_saiyou@nri-st.co.jp,045-336-8000,,,,,,,,,"Design, Information Technology, Software","Information Technology, Web Design, Web Development",,,,,,,,,,"Yokohama, Kanagawa, Japan",$100M to $500M,1990-01-31,day,,
Woxa Technologies,https://www.crunchbase.com/organization/woxa-technologies,501-1000,Active,https://www.woxatech.com,info@woxatech.com,+91 93101 64954,,,,,,,,,"Design, Sales and Marketing, Software","Digital Marketing, Graphic Design, Software, Web Design",,,,,,,,,,"Faridabad, Haryana, India",$100M to $500M,2003-01-01,year,,https://www.linkedin.com/company/woxa-technologies-pvt-ltd-
