Organization Name,Organization Name URL,Number of Employees,Operating Status,Website,Contact Email,Phone Number,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Number of Alumni,Industry Groups,Industries,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Number of Private Notes,Tags,Headquarters Location,Estimated Revenue Range,Founded Date,Founded Date Precision,Top 5 Investors,LinkedIn
Turnstyle Solutions,https://www.crunchbase.com/organization/turnstyle-analytics,11-50,Closed,http://getturnstyle.com,contact@getturnstyle.com,,,,,,,,,,"Data and Analytics, Sales and Marketing, Software","Analytics, Brand Marketing, Loyalty Programs, Marketing Automation",,,,,,,,,,"Toronto, Ontario, Canada",$10M to $50M,2012-06-15,day,JOLT,http://www.linkedin.com/company/turnstyle-inc-
Million Studio,https://www.crunchbase.com/organization/million-ai,1-10,Active,https://million.studio,zach@million.studio,,,,,,,,,,"Advertising, Data and Analytics, Internet Services, Sales and Marketing, Software, Sports","Advertising, Analytics, Internet, Marketing Automation, Social Media Marketing, Software, Sports",,,,,,,,,,"Boston, Massachusetts, United States",$10M to $50M,2017-01-01,year,"LAUNCH, Spencer Dinwiddie, RIT Venture Fund I, LLC, Bryce Salvador",https://www.linkedin.com/company/million
Merlin,https://www.crunchbase.com/organization/merlin-4,1-10,Active,https://hellomerlin.com,,(212) 655-9910,,,,,,,,,"Advertising, Internet Services, Sales and Marketing, Software","Advertising, Advertising Platforms, Digital Marketing, Internet, Marketing Automation",,,,,169516,USD,169516,,,"New York, New York, United States",$10M to $50M,2016-01-01,year,"Ira Lubert, Tom Hickey, Jonathan Lubert",
Influactive,https://www.crunchbase.com/organization/influitive,1-10,Active,https://www.influactive.com,,+33 043 759 0950,,,,,,,,,"Advertising, Information Technology, Sales and Marketing, Software","Advertising, Brand Marketing, Marketing Automation, Social CRM, Social Media Marketing",0,2,,Scientific and electric apparatus and instruments,186855,USD,186855,,,"Lyon, Rhone-Alpes, France",$10M to $50M,2005-01-01,year,"BDC Venture Capital, Relay Ventures, 500 Global, OurCrowd, Georgian",https://www.linkedin.com/company/influactive/
Sailthru,https://www.crunchbase.com/organization/sailthru,101-250,Active,http://sailthru.com,sales@sailthru.com,(877) 812-8689,,,,,,,,,"Advertising, Artificial Intelligence (AI), Commerce and Shopping, Content and Publishing, Data and Analytics, Media and Entertainment, Mobile, Sales and Marketing, Software","Advertising, Analytics, Digital Marketing, E-Commerce, Email Marketing, Enterprise Software, Marketing Automation, Mobile, Predictive Analytics, Publishing",3,6,Computing; Calculating,Scientific and technological services,,,,,,"New York, New York, United States",$10M to $50M,2008-06-01,day,"Thrive Capital, Scale Venture Partners, Compound, Bowery Capital, Benchmark",http://www.linkedin.com/company/sailthru
Newzmate,https://www.crunchbase.com/organization/newzmate,11-50,Closed,https://newzmate.com,inquiry@newzmate.com,,,,,,,,,,"Advertising, Commerce and Shopping, Content and Publishing, Data and Analytics, Media and Entertainment, Sales and Marketing, Software","Ad Network, Advertising, Big Data, Digital Media, Email Marketing, Marketing Automation, Native Advertising, News, Personalization, Publishing",,,,,,,,,,"Sunnyvale, California, United States",$10M to $50M,2013-04-01,day,"Bas Godska, Xevin Investments, Happy Farm Business Accelerator",http://www.linkedin.com/company/newzmate
Socialbakers,https://www.crunchbase.com/organization/socialbakers,251-500,Active,http://www.socialbakers.com,info@socialbakers.com,+420222747400,,,,,,,,,"Data and Analytics, Internet Services, Media and Entertainment, Sales and Marketing, Software","Analytics, Digital Marketing, Marketing Automation, Social Media, Social Media Management, Social Media Marketing",0,0,Computing; Calculating,,,,,,,"Prague, Hlavni mesto Praha, Czech Republic",$10M to $50M,2008-10-13,day,"Earlybird Venture Capital, Index Ventures",https://www.linkedin.com/company/2056516
Resulticks,https://www.crunchbase.com/organization/resulticks,51-100,Active,http://resulticks.com/,contact@resulticks.com,(800) 504-8402,,,,,,,,,"Advertising, Internet Services, Sales and Marketing, Software","Advertising, Internet, Marketing, Marketing Automation, Social Media Marketing",,,,,1393240,USD,1393240,,,"San Francisco, California, United States",$10M to $50M,2014-01-01,year,500 TukTuks,http://www.linkedin.com/company/resulticks
Ecinity,https://www.crunchbase.com/organization/ecinity,11-50,Closed,http://www.ecinity.com,info@bridg.com,(310) 299-7939,,,,,,,,,"Commerce and Shopping, Internet Services, Sales and Marketing, Software","E-Commerce, Internet, Marketing, Marketing Automation",,,,,,,,,,"Los Angeles, California, United States",$10M to $50M,2012-01-01,month,"Mucker Capital, Karlin Ventures",
RevenueWell,https://www.crunchbase.com/organization/revenue-well-systems,101-250,Active,https://www.revenuewell.com,,+1 847 371-3464,,,,,,,,,"Health Care, Information Technology, Other, Sales and Marketing, Software","Dental, Health Care, Information Technology, Marketing, Marketing Automation, Service Industry",,,,,3063169,USD,3063169,,,"Deerfield, Illinois, United States",$10M to $50M,2010-03-01,day,Marlin Equity Partners,https://www.linkedin.com/company/revenuewell
ActiveProspect,https://www.crunchbase.com/organization/activeprospect,101-250,Active,http://activeprospect.com/,marketing@activeprospect.com,512-394-4546,,,,,,,,,"Data and Analytics, Information Technology, Other, Professional Services, Sales and Marketing, Software","Analytics, Compliance, Consumer, Data Integration, Enterprise Software, Lead Generation, Marketing Automation, SaaS",3,0,Computing; Calculating,,2431092,USD,2431092,,,"Austin, Texas, United States",$10M to $50M,2004-01-01,year,"Five Elms Capital, Saratoga Partners",http://www.linkedin.com/company/523272
Recruitics,https://www.crunchbase.com/organization/recruitics,251-500,Active,https://www.recruitics.com,info@recruitics.com,+1 877 410 8004,,,,,,,,,"Administrative Services, Advertising, Education, Professional Services, Sales and Marketing, Software","Advertising, Brand Marketing, College Recruiting, Digital Marketing, Human Resources, Marketing, Marketing Automation, Recruiting, Social Recruiting",,,,,1988977,USD,1988977,,,"Norwalk, Connecticut, United States",$10M to $50M,2012-01-01,year,,https://www.linkedin.com/company/recruitics
Kepler Group,https://www.crunchbase.com/organization/kepler-group,101-250,Active,https://www.keplergrp.com,,+1 646 524 6896,,,,,,,,,"Media and Entertainment, Professional Services, Sales and Marketing, Software","Consulting, Digital Media, Marketing Automation",0,2,,Advertising; business,10282372,USD,10282372,,,"New York, New York, United States",$10M to $50M,2012-06-01,day,,https://www.linkedin.com/company/keplergrp
ClickDimensions,https://www.crunchbase.com/organization/clickdimensions,101-250,Active,http://clickdimensions.com,sales@clickdimensions.com,1(888) 214-4228,,,,,,,,,"Information Technology, Sales and Marketing, Software","CRM, Marketing Automation, SaaS, Software",0,2,,Scientific and technological services,5552400,USD,5552400,,,"Atlanta, Georgia, United States",$10M to $50M,2010-01-01,year,"Accel-KKR, Brookstone Venture Capital",http://www.linkedin.com/company/clickdimensions
Ylopo,https://www.crunchbase.com/organization/ylopo,11-50,Active,http://www.ylopo.com/,info@ylopo.com,16466200197,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Software","Machine Learning, Marketing Automation",0,1,,Scientific and technological services,6559348,USD,6559348,,,"Marina Del Rey, California, United States",$10M to $50M,2013-01-01,year,"Second Century Ventures, Move",http://www.linkedin.com/company/3348687
Kixie,https://www.crunchbase.com/organization/kixie,11-50,Active,http://kixie.com,hello@kixie.com,(855) 505-4943,,,,,,,,,"Hardware, Information Technology, Internet Services, Sales and Marketing, Software","Enterprise Software, Internet, Marketing Automation, SaaS, Sales Automation, Telecommunications",0,1,,Telecommunications,1612019,USD,1612019,,,"Santa Monica, California, United States",$10M to $50M,2013-01-01,year,,http://www.linkedin.com/company/kixie-com
Marchex,https://www.crunchbase.com/organization/marchex,251-500,Active,http://www.marchex.com,info@marchex.com,(206) 331-3300,,,,,,,,,"Data and Analytics, Information Technology, Sales and Marketing, Software","Analytics, Business Intelligence, Enterprise Software, Marketing Automation, SaaS, Sales Automation, Software",41,10,Electric Communication Technique,Advertising; business,8021400,USD,8021400,,,"Seattle, Washington, United States",$10M to $50M,2000-01-01,year,,http://www.linkedin.com/company/marchex
Engati,https://www.crunchbase.com/organization/engati,51-100,Active,https://www.engati.com/,contact@engati.com,+91 8088174301,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Sales and Marketing, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Customer Service, Machine Learning, Marketing Automation, Natural Language Processing, SaaS, Software, Virtual Assistant",,,,,,,,,,"California City, California, United States",$10M to $50M,2016-01-01,year,,https://www.linkedin.com/company/engati/
Webonise,https://www.crunchbase.com/organization/weboniselab,101-250,Active,http://www.webonise.com,letstalk@webonise.com,+19196455240,1,2,,,,,,,"Apps, Design, Education, Gaming, Information Technology, Internet Services, Mobile, Privacy and Security, Sales and Marketing, Software, Sports","Cyber Security, E-Learning, Fantasy Sports, Information Technology, Internet, Marketing Automation, Mobile Apps, SaaS, Software, UX Design",0,3,,Scientific and technological services,3241481,USD,3241481,,,"Raleigh, North Carolina, United States",$10M to $50M,2009-01-01,year,,https://www.linkedin.com/company/webonise/
Refersion,https://www.crunchbase.com/organization/refersion,51-100,Active,https://www.refersion.com/,helpme@refersion.com,1-866-733-3774,,,,,,,,,"Advertising, Commerce and Shopping, Data and Analytics, Design, Information Technology, Sales and Marketing, Software","Advertising, Affiliate Marketing, Data Visualization, E-Commerce, Marketing Automation, SaaS, Social Media Marketing, Software",,,,,,,,,,"New York, New York, United States",$10M to $50M,2015-01-01,year,,https://www.linkedin.com/company/9384035/
Acquisio,https://www.crunchbase.com/organization/acquisio,101-250,Active,http://www.acquisio.com,,(866) 493-9070,,,,,,,,,"Advertising, Sales and Marketing, Software","Advertising Platforms, Local Business, Marketing Automation",,,,,1622862,USD,1622862,,,"Brossard, Quebec, Canada",$10M to $50M,2003-01-01,year,"Fonds de solidarité FTQ, Government of Canada, MDC Ventures, Crédit Mutuel Equity, Yellow Pages Group",http://ca.linkedin.com/company/acquisio
Ontraport,https://www.crunchbase.com/organization/ontraport,101-250,Active,https://ontraport.com,support@ontraport.com,855.668.7276,,,,,,,,,"Advertising, Data and Analytics, Information Technology, Sales and Marketing, Software","Affiliate Marketing, Business Intelligence, Content Marketing, CRM, Digital Marketing, Direct Marketing, Email Marketing, Marketing, Marketing Automation, Sales Automation",0,3,,Advertising; business,,,,,,"Santa Barbara, California, United States",$10M to $50M,2006-01-01,year,"Accel-KKR, Abundance Partners",http://www.linkedin.com/company/ontraport
SalesHive,https://www.crunchbase.com/organization/salesreply,51-100,Active,https://saleshive.com/,accelerate@salesreply.com,,,,,,,,,,"Content and Publishing, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Sales and Marketing, Software","Creative Agency, Direct Marketing, Email, Email Marketing, Lead Generation, Marketing Automation, SaaS, Sales, Sales Automation, Software",0,2,,Scientific and technological services,,,,,,"Denver, Colorado, United States",$10M to $50M,2019-01-01,year,,https://www.linkedin.com/company/salesreply/
Techmagnate,https://www.crunchbase.com/organization/techmagnate,251-500,Active,https://www.techmagnate.com,enquiry@techmagnate.com,+91 9910308266,,,,,,,,,"Advertising, Design, Internet Services, Sales and Marketing, Software","App Marketing, Digital Marketing, Email Marketing, Marketing Automation, Search Engine, SEM, SEO, Social Media Marketing, Web Design",,,,,1764078,USD,1764078,,,"Delhi, Delhi, India",$10M to $50M,2006-09-26,day,,http://www.linkedin.com/company/techmagnate
Zen Planner,https://www.crunchbase.com/organization/zen-planner,51-100,Active,https://zenplanner.com/,info@zenplanner.com,+1 866 541 3570,,,,,,,,,"Apps, Design, Financial Services, Mobile, Payments, Sales and Marketing, Software, Sports","Billing, Fitness, Marketing Automation, Mobile, Mobile Apps, Payments, SaaS, Software, Web Design, Web Development",,,,,1693308,USD,1693308,,,"Littleton, Colorado, United States",$10M to $50M,2006-01-01,year,Mainsail Partners,http://www.linkedin.com/company/zen-planner
Tatango,https://www.crunchbase.com/organization/tatango,51-100,Active,https://www.tatango.com,info@tatango.com,888-517-6345,,,,,,,,,"Commerce and Shopping, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Other, Sales and Marketing, Social Impact, Software","Digital Marketing, Marketing Automation, Messaging, Mobile, Non Profit, Personalization, SaaS, SMS, Software",0,1,,Telecommunications,77004,USD,77004,,,"Seattle, Washington, United States",$10M to $50M,2007-10-01,day,Bellingham Angel Organization,https://www.linkedin.com/company/tatango
Scoop.it,https://www.crunchbase.com/organization/scoop-it,11-50,Active,http://scoop.it,business@scoop.it,+1 888-991-3577,,,,,,,,,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Internet Services, Media and Entertainment, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Content Discovery, Content Marketing, Marketing Automation, Social Media",,,,,,,,,,"San Francisco, California, United States",$10M to $50M,2008-01-01,year,"Elaia, Partech, IXO Private Equity, Orkos Capital",http://www.linkedin.com/company/scoop.it
"SproutLoud Media Networks, LLC",https://www.crunchbase.com/organization/sproutloud,251-500,Active,http://www.sproutloud.com,info@sproutloud.com,888-274-3802,,,,,,,,,"Advertising, Data and Analytics, Internet Services, Sales and Marketing, Software","Advertising, Advertising Platforms, Analytics, Brand Marketing, Direct Marketing, Email Marketing, Local, Local Advertising, Marketing Automation, Search Engine",3,1,Computing; Calculating,Advertising; business,1810853,USD,1810853,,,"Sunrise, Florida, United States",$10M to $50M,2006-01-01,year,,https://www.linkedin.com/company/sproutloud-media-networks/
BrightWave,https://www.crunchbase.com/organization/brightwave,51-100,Active,http://www.brightwave.com/,,(404)253-2544,,,,,,,,,"Advertising, Information Technology, Sales and Marketing, Software","Advertising, CRM, Digital Marketing, Email Marketing, Marketing, Marketing Automation",0,3,,Advertising; business,1096337,USD,1096337,,,"Atlanta, Georgia, United States",$10M to $50M,2002-01-01,day,,https://www.linkedin.com/company/brightwave-marketing
Verndale,https://www.crunchbase.com/organization/verndale,101-250,Active,https://www.verndale.com,info@verndale.com,(844) 837-6325,,,,,,,,,"Advertising, Data and Analytics, Information Technology, Other, Sales and Marketing, Software","Advertising, Brand Marketing, Business Intelligence, CMS, CRM, Digital Marketing, Information Technology, Marketing, Marketing Automation, Technical Support",0,1,,Advertising; business,4076561,USD,4076561,,,"Boston, Massachusetts, United States",$10M to $50M,1998-01-01,year,,http://www.linkedin.com/company/verndale
CO-SENDER,https://www.crunchbase.com/organization/co-sender,11-50,Active,http://www.co-sender.com,info@co-sender.com,+1 310 871 3613,,,,,,,,,"Advertising, Financial Services, Information Technology, Internet Services, Messaging and Telecommunications, Payments, Sales and Marketing, Software","Business Information Systems, Email Marketing, Enterprise Software, Marketing Automation, Mobile Advertising, SaaS, SMS, Software, Transaction Processing",,,,,278000,USD,278000,,,"Los Angeles, California, United States",$10M to $50M,2016-01-01,year,,https://www.linkedin.com/company/co-sender
Brivity,https://www.crunchbase.com/organization/brivity-inc,11-50,Active,http://www.brivity.com,Support@brivity.com,(866)295-3322,,,,,,,,,"Information Technology, Real Estate, Sales and Marketing, Software","CRM, Marketing Automation, Real Estate, SaaS, Task Management",0,2,,Education; entertainment,,,,,,"Bellingham, Washington, United States",$10M to $50M,2011-08-01,day,"Ben Kinney, NVNTD",https://www.linkedin.com/company/brivity
GlobalVision,https://www.crunchbase.com/organization/globalvision-3586,51-100,Active,https://globalvision.co,info@globalvisioninc.com,+1 514 624 4422,,,,,,,,,"Professional Services, Sales and Marketing, Software","Marketing Automation, Quality Assurance, Software",,,,,2139357,USD,2139357,,,"Montréal, Quebec, Canada",$10M to $50M,1990-01-01,year,,https://www.linkedin.com/company/globalvision-co
BuyerLink,https://www.crunchbase.com/organization/buyerlink,51-100,Active,http://www.buyerlink.com,david.ramirez@oneplanetops.com,(925) 983-3400,,,,,,,,,"Advertising, Commerce and Shopping, Real Estate, Sales and Marketing, Software","Ad Network, Advertising, Home Renovation, Lead Generation, Marketing Automation, Marketplace, Real Estate",,,,,2280600,USD,2280600,,,"Walnut Creek, California, United States",$10M to $50M,2001-01-01,year,"Hercules Capital, Scale Venture Partners, Steamboat Ventures, ATEL Ventures, Outlook Ventures",https://www.linkedin.com/company/buyerlink-com?trk=top_nav_home
Bold Orange,https://www.crunchbase.com/organization/bold-orange,101-250,Active,https://boldorange.com/,,,,,,,,,,,"Advertising, Community and Lifestyle, Design, Information Technology, Internet Services, Media and Entertainment, Sales and Marketing, Software","Advertising, Communities, CRM, Digital Media, Email Marketing, Internet, Loyalty Programs, Marketing, Marketing Automation, UX Design",,,,,463488,USD,463488,,,"Minneapolis, Minnesota, United States",$10M to $50M,2018-01-01,year,Mountaingate Capital,https://linkedin.com/company/boldorange
Balihoo,https://www.crunchbase.com/organization/balihoo,11-50,Closed,http://www.balihoo.com,pprice@balihoo.com,,,,,,,,,,"Advertising, Information Technology, Sales and Marketing, Software","Advertising, Information Technology, Local, Marketing Automation, Software",0,1,,Advertising; business,,,,,,"Boise, Idaho, United States",$10M to $50M,2004-01-01,year,"OpenView, Highway 12 Ventures, Lacuna LLC, Blackfin Technology",http://www.linkedin.com/company/balihoo
MarTech,https://www.crunchbase.com/organization/martech,11-50,Active,https://martech.org,msirkin@thirddoormedia.com,(508) 627-6926,,,,,,,,,"Advertising, Content and Publishing, Events, Information Technology, Internet Services, Media and Entertainment, Sales and Marketing, Software","Advertising, CRM, Event Management, Events, Internet, Marketing, Marketing Automation, Mobile Advertising, News, Sales Automation",,,,,,,,,,"Edgartown, Massachusetts, United States",$10M to $50M,2022-04-01,month,,https://www.linkedin.com/company/martechismarketing
Dexi,https://www.crunchbase.com/organization/dexi,101-250,Active,http://dexi.io,support@dexi.io,+44 (0)20 745 944 30,,,,,,,,,"Data and Analytics, Design, Information Technology, Sales and Marketing, Software","Analytics, Big Data, Data Integration, Data Mining, Data Visualization, Marketing Automation, Software",,,,,3031198,USD,3031198,,,"London, England, United Kingdom",$10M to $50M,2015-12-15,day,"PreSeed Ventures, Level39",https://www.linkedin.com/company/dexi.io/?viewAsMember=true
Brafton,https://www.crunchbase.com/organization/brafton,101-250,Active,http://www.brafton.com,info@brafton.com,866.272.8112,,,,,,,,,"Media and Entertainment, Sales and Marketing, Software","Content, Marketing Automation",,,,,1937127,USD,1937127,,,"Boston, Massachusetts, United States",$10M to $50M,2008-01-01,year,,http://www.linkedin.com/company/290802
Argyle Executive Forum,https://www.crunchbase.com/organization/argyle-executive-forum,51-100,Active,http://www.argyleforum.com/#,awagner@argyleforum.com,(646) 839-0012,,,,,,,,,"Sales and Marketing, Software","Marketing, Marketing Automation",0,1,,Education; entertainment,569394,USD,569394,,,"New York, New York, United States",$10M to $50M,2004-01-01,year,The Wicks Group,https://www.linkedin.com/company/argyle-executive-forum
Drake Automotive Group,https://www.crunchbase.com/organization/drake-automotive-group,51-100,Active,http://www.drakeautomotivegroup.com/,,(702) 853-2062,,,,,,,,,"Other, Sales and Marketing, Software, Transportation","Automotive, Marketing Automation, Service Industry",,,,,1142889,USD,1142889,,,"Henderson, Nevada, United States",$10M to $50M,2005-01-01,year,Huron Capital,https://www.linkedin.com/company/drake-automotive-group
"Joomag, Inc.",https://www.crunchbase.com/organization/joomag,51-100,Active,http://www.joomag.com,info@joomag.com,(800)657-7955,,,,,,,,,"Advertising, Content and Publishing, Media and Entertainment, Other, Professional Services, Sales and Marketing, Software","Advertising, B2B, Business Development, Digital Marketing, Digital Media, Marketing Automation, Media and Entertainment, News, Publishing, SaaS",0,1,,Education; entertainment,,,,,,"San Jose, California, United States",$10M to $50M,2009-12-01,day,,http://www.linkedin.com/company/joomag
Brandify,https://www.crunchbase.com/organization/GoBrandify,51-100,Active,http://www.brandify.com,contact@brandify.com,(714) 660-4870,1,1,,,,,,,"Advertising, Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Software","Advertising, Analytics, Digital Marketing, Lead Generation, Local Advertising, Marketing, Marketing Automation, Messaging, SEO, Social Media Advertising",0,2,,Advertising; business,1432668,USD,1432668,,,"Anaheim, California, United States",$10M to $50M,1997-01-01,year,,http://www.linkedin.com/company/GoBrandify
EVAM,https://www.crunchbase.com/organization/evam-streaming-application-platform,101-250,Active,http://evam.com,info@evam.com,844 248 3826,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Other, Sales and Marketing, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Loyalty Programs, Machine Learning, Marketing Automation, Real Time, Software",,,,,,,,,,"London, England, United Kingdom",$10M to $50M,2015-07-01,day,,https://www.linkedin.com/company/evamtech
BrandMaster,https://www.crunchbase.com/organization/brandmaster,51-100,Active,http://www.brandmaster.com,support@brandmaster.com,47 995 12 654,,,,,,,,,"Information Technology, Sales and Marketing, Software","Digital Marketing, Information Technology, Marketing, Marketing Automation, SaaS, Software",,,,,,,,,,"Oslo, Oslo, Norway",$10M to $50M,1998-01-01,year,,https://www.linkedin.com/company/brandmaster
Ytel,https://www.crunchbase.com/organization/ytel,51-100,Active,http://www.ytel.com/,support@ytel.com,+18003824913,,,,,,,,,"Information Technology, Sales and Marketing, Software","Brand Marketing, Digital Marketing, Information Technology, Marketing Automation, PaaS, SaaS, Software",0,3,,Telecommunications,,,,,,"Lake Forest, California, United States",$10M to $50M,2012-07-27,day,"The Argentum Group, Marwit",https://www.linkedin.com/company/ytel
Whereoware,https://www.crunchbase.com/organization/whereoware,11-50,Active,http://www.whereoware.com,info@whereoware.com,703-821-7448,,,,,,,,,"Design, Internet Services, Mobile, Professional Services, Sales and Marketing, Software","Consulting, Email Marketing, Marketing Automation, Mobile, Search Engine, Web Design, Web Development",0,1,,Scientific and technological services,4460345,USD,4460345,,,"Chantilly, Virginia, United States",$10M to $50M,1999-01-01,year,,http://www.linkedin.com/company/whereoware
Robly,https://www.crunchbase.com/organization/robly,51-100,Active,https://www.robly.com,support@robly.com,+1 (844) 867-5924,,,,,,,,,"Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Software","Email, Email Marketing, Marketing, Marketing Automation, Software",0,1,,Scientific and technological services,,,,,,"New York, New York, United States",$10M to $50M,2013-04-01,day,,http://www.linkedin.com/company/robly
Connectivity,https://www.crunchbase.com/organization/connectivity,51-100,Active,http://www.connectivity.com/,hr@connectivity.com,(888) 902-0905,,,,,,,,,"Commerce and Shopping, Data and Analytics, Information Technology, Internet Services, Mobile, Sales and Marketing, Software","Big Data, Business Intelligence, Consumer Reviews, Enterprise Software, Internet, Local, Marketing Automation, Mobile, Reputation, Search Engine",,,,,1002436,USD,1002436,,,"Burbank, California, United States",$10M to $50M,2013-01-01,year,"TenOneTen Ventures, Daher Capital, Greycroft, Rincon Venture Partners, Double M Partners",http://www.linkedin.com/company/connectivity-inc-/
Magnet 360,https://www.crunchbase.com/organization/magnet-360,51-100,Active,http://www.magnet360.com/,,6122302570,,,,,,,,,"Design, Information Technology, Internet Services, Sales and Marketing, Software","Cloud Computing, CRM, Information Technology, Marketing Automation, Web Design, Web Development",,,,,,,,,,"Minneapolis, Minnesota, United States",$10M to $50M,2008-01-01,year,"Salesforce Ventures, StarTec Investments, Twin Cities Angels",http://www.linkedin.com/company/magnet-360
Response Media,https://www.crunchbase.com/organization/response-media,11-50,Active,http://www.responsemedia.com,,770-451-5478,,,,,,,,,"Data and Analytics, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Sales and Marketing, Software","Analytics, Brand Marketing, Content Marketing, Digital Marketing, Digital Media, Email, Marketing, Marketing Automation, Social CRM, Social Media",,,,,2256792,USD,2256792,,,"Atlanta, Georgia, United States",$10M to $50M,1979-01-01,year,,https://www.linkedin.com/company/response-media/
CRMIT Solutions,https://www.crunchbase.com/organization/crmit-solutions,251-500,Active,https://crmit.com/,marketing@crmit.com,,,,,,,,,,"Information Technology, Internet Services, Professional Services, Sales and Marketing, Software","Cloud Data Services, Consulting, CRM, Marketing Automation, Sales Automation, Software",,,,,1592616,USD,1592616,,,"Milpitas, California, United States",$10M to $50M,2003-01-01,year,,https://www.linkedin.com/company/crmit/
Oppizi,https://www.crunchbase.com/organization/oppizi,51-100,Active,http://oppizi.com/,contact@oppizi.com,,,,,,,,,,"Advertising, Sales and Marketing, Software","Ad Retargeting, Ad Targeting, Brand Marketing, Marketing, Marketing Automation",,,,,2623755,USD,2623755,,,"New York, New York, United States",$10M to $50M,2014-06-01,day,,https://www.linkedin.com/company/oppizi
BLITZ,https://www.crunchbase.com/organization/blitz,11-50,Active,http://www.blitzagency.com,info@blitzagency.com,310-551-0200,,,,,,,,,"Apps, Information Technology, Mobile, Sales and Marketing, Software","App Marketing, Brand Marketing, Consumer Applications, Content Marketing, Digital Marketing, Enterprise Applications, Information Technology, Marketing Automation, Mobile Apps, Web Development",0,2,,Hand tools and implements,,,,,,"Santa Monica, California, United States",$10M to $50M,2001-11-01,month,Endeavor Indonesia,http://www.linkedin.com/company/blitz
Status Labs,https://www.crunchbase.com/organization/status-labs,51-100,Active,http://www.statuslabs.com,sales@statuslabs.com,(512)203-9368,,,,,,,,,"Advertising, Information Technology, Internet Services, Media and Entertainment, Professional Services, Sales and Marketing, Software","Advertising, Brand Marketing, Consulting, Content, Marketing Automation, Public Relations, Reputation, Social Media, Social Media Management, Social Media Marketing",,,,,1731424,USD,1731424,,,"New York, New York, United States",$10M to $50M,2012-10-15,day,,https://www.linkedin.com/company/statuslabs
Postalytics,https://www.crunchbase.com/organization/postalytics,11-50,Active,https://www.postalytics.com/,support@postalytics.com,+1 781 206 8990,,,,,,,,,"Sales and Marketing, Software","Direct Marketing, Marketing Automation, Software",3,2,Computing; Calculating,Scientific and technological services,,,,,,"Rockland, Massachusetts, United States",$10M to $50M,2017-01-01,year,,https://www.linkedin.com/company/postalytics/
Visual IQ,https://www.crunchbase.com/organization/visual-iq,101-250,Closed,https://marketingeffectiveness.nielsen.com,info@visualiq.com,(781)657-9035,,,,,,,,,"Advertising, Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Sales and Marketing, Software","Advertising, Analytics, Data Visualization, Marketing, Marketing Automation, Predictive Analytics, Software",1,0,Computing; Calculating,,436559,USD,436559,,,"Needham, Massachusetts, United States",$10M to $50M,2006-01-01,year,"Volition Capital, Fog City Capital",http://www.linkedin.com/company/88859
Top of Mind,https://www.crunchbase.com/organization/top-of-mind-networks,101-250,Active,http://www.topofmind.com/,sales@topofmind.com,,,,,,,,,,"Financial Services, Information Technology, Internet Services, Lending and Investments, Media and Entertainment, Real Estate, Sales and Marketing, Software","Consumer Lending, CRM, Lending, Marketing Automation, Real Estate, Sales, Sales Automation, Social Media, Software",,,,,236258,USD,236258,,,"Atlanta, Georgia, United States",$10M to $50M,2003-01-01,year,Primus Capital Partners,https://www.linkedin.com/company/top-of-mind-networks/
Signity Solutions,https://www.crunchbase.com/organization/signity-solutions,101-250,Active,https://www.signitysolutions.com/,biz.signity@gmail.com,+1-619-309-4653,,,,,,,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Mobile, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), CMS, CRM, Enterprise Software, Machine Learning, Marketing Automation, Mobile Apps, SEO, Software",,,,,398289,USD,398289,,,"Iselin, New Jersey, United States",$10M to $50M,2009-01-01,year,,https://www.linkedin.com/company/signity-software-solutions
Amura Marketing Technologies,https://www.crunchbase.com/organization/amura-marketing-technologies,101-250,Active,http://www.amuratech.com,support@amuratech.com,+912066895996,,,,,,,,,"Advertising, Information Technology, Internet Services, Media and Entertainment, Sales and Marketing, Software","Advertising, Advertising Platforms, CRM, Digital Marketing, Marketing Automation, Sales Automation, SEO, Social Media",,,,,,,,,,"Pune, Maharashtra, India",$10M to $50M,2010-01-20,day,,https://www.linkedin.com/company/amura-marketing-technologies-pvt-ltd/
