Organization Name,Organization Name URL,Number of Employees,Operating Status,Website,Contact Email,Phone Number,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Number of Alumni,Industry Groups,Industries,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Number of Private Notes,Tags,Headquarters Location,Estimated Revenue Range,Founded Date,Founded Date Precision,Top 5 Investors,LinkedIn
Zoox,https://www.crunchbase.com/organization/zoox,1001-5000,Active,https://www.zoox.com/,hello@zoox.com,(650) 539-9669,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation","Autonomous Vehicles, Machine Learning, Robotics, Transportation",992,19,,"Transport, packaging and storing",9252919,USD,9252919,,,"Foster City, California, United States",$100M to $500M,2014-07-29,day,"Employee Stock Option Fund, Thomas Tull, Lux Capital, Alium Capital, IDG Capital",https://www.linkedin.com/company/zoox-inc/
CooTek,https://www.crunchbase.com/organization/cootek,251-500,Active,https://www.cootek.com/,collaboration@cootek.com,4007676211,,,,,,,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Mobile, Platforms, Science and Engineering, Software","Android, Artificial Intelligence (AI), iOS, Machine Learning, Mobile Apps, Natural Language Processing, Software",42,7,Computing; Calculating,Scientific and electric apparatus and instruments,,,,,,"Shanghai, Shanghai, China",$100M to $500M,2008-01-01,year,"Sequoia Capital China, Qualcomm Ventures, Qiming Venture Partners, SIG China (SIG Asia Investments), Huagai Capital",https://www.linkedin.com/company/cootek/
Alation,https://www.crunchbase.com/organization/alation,501-1000,Active,http://alation.com,info@alation.com,+1 650 779 4440,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Business Intelligence, Data Governance, Data Integration, Data Management, Machine Learning",7,6,Computing; Calculating,Advertising; business,9724289,USD,9724289,,,"Redwood City, California, United States",$100M to $500M,2012-12-12,day,"DCVC, Andreessen Horowitz, General Catalyst, Costanoa Ventures, Hewlett Packard Enterprise",https://www.linkedin.com/company/alation
Automation Anywhere,https://www.crunchbase.com/organization/automation-anywhere,1001-5000,Active,https://www.automationanywhere.com,contact@automationanywhere.com,+1 408 620 6220,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software","Artificial Intelligence (AI), Business Process Automation (BPA), Enterprise Software, InsurTech, Machine Learning, Robotic Process Automation (RPA), SaaS, Software",51,47,Computing; Calculating,Scientific and technological services,29172867,USD,29172867,,,"San Jose, California, United States",$100M to $500M,2003-01-01,year,"Employee Stock Option Fund, Hercules Capital, Goldman Sachs, Workday Ventures, SVB Capital",https://www.linkedin.com/company/automation-anywhere/
Taptica,https://www.crunchbase.com/organization/taptica,101-250,Active,http://www.taptica.com,info@taptica.com,(415)481-1144,,,,,,,,,"Advertising, Artificial Intelligence (AI), Data and Analytics, Information Technology, Mobile, Sales and Marketing, Software","Advertising, Advertising Platforms, Data Integration, Machine Learning, Marketing, Mobile, Personal Branding",,,,,,,,,,"San Francisco, California, United States",$100M to $500M,2007-11-01,day,"HSBC, Itzhak Fisher",http://www.linkedin.com/company/taptica
o9 Solutions,https://www.crunchbase.com/organization/o9-solutions,1001-5000,Active,https://www.o9solutions.com,contact@o9solutions.com,214-838-3125,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Enterprise Software, Machine Learning, SaaS",15,11,Computing; Calculating,Scientific and technological services,27552165,USD,27552165,,,"Dallas, Texas, United States",$100M to $500M,2009-01-01,year,"Generation Investment Management, Beyond Net Zero, Kohlberg Kravis Roberts, General Atlantic",https://www.linkedin.com/company/o9solutions
Darwinbox,https://www.crunchbase.com/organization/darwinbox,251-500,Active,https://darwinbox.com,contact@darwinbox.in,+91 9100121290,,,,,,,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Enterprise Software, Human Resources, Machine Learning, SaaS",,,,,,,,,,"Hyderabad, Andhra Pradesh, India",$100M to $500M,2015-01-01,year,"TCV, State Bank of India, Microsoft, Sequoia Capital, 3one4 Capital",https://www.linkedin.com/company/thedarwinbox
AInnovation,https://www.crunchbase.com/organization/ainnovation,251-500,Active,https://www.ainnovation.com,mktcontact@ainnovation.com,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Science and Engineering, Software","Artificial Intelligence (AI), B2B, Information Technology, Machine Learning, Software",0,1,,Scientific and electric apparatus and instruments,,,,,,"Haidian, Beijing, China",$100M to $500M,2018-03-01,month,"Sinovation Ventures, SAIF Partners, Chengwei Capital, CreditEase Fintech Investment Fund, SoftBank Vision Fund",https://www.linkedin.com/company/%E5%88%9B%E6%96%B0%E5%A5%87%E6%99%BA
Udacity,https://www.crunchbase.com/organization/udacity,1001-5000,Active,https://www.udacity.com,support@udacity.com,650-938-9090 ,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Hardware, Science and Engineering, Software","Artificial Intelligence (AI), E-Learning, EdTech, Education, Machine Learning, Robotics, Software, Training",2,11,Computing; Calculating,Education; entertainment,29754147,USD,29754147,,,"Mountain View, California, United States",$100M to $500M,2011-01-01,year,"Hercules Capital, Cox Enterprises, Andreessen Horowitz, Emerson Collective, Drive Capital",https://www.linkedin.com/school/udacity
Olive,https://www.crunchbase.com/organization/olive-ai,501-1000,Closed,https://www.oliveai.com,marketing@oliveai.com,+1 800 501 3161,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Electronic Health Record (EHR), Health Care, Information Technology, Machine Learning, Software",2,17,Computing; Calculating,Advertising; business,432034,USD,432034,,,"Columbus, Ohio, United States",$100M to $500M,2012-06-05,day,"Drive Capital, Dragoneer Investment Group, General Catalyst, Oak HC/FT, Google Ventures",https://www.linkedin.com/company/hireolive/
Verbit,https://www.crunchbase.com/organization/verbit-ai,501-1000,Active,https://verbit.ai,info@verbit.ai,323-843-2866,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Media and Entertainment, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Education, Legal Tech, Machine Learning, Media and Entertainment, Natural Language Processing",,,,,11630861,USD,11630861,,,"New York, New York, United States",$100M to $500M,2017-01-01,year,"Vertex Ventures, Stripes, Viola Ventures, Vintage Investment Partners, Discovery Ventures",https://www.linkedin.com/company/verbit
Cognite,https://www.crunchbase.com/organization/cognite,501-1000,Active,https://www.cognite.com,contact@cognite.com,47 95 09 21 00,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Manufacturing, Science and Engineering, Software","Artificial Intelligence (AI), Industrial Automation, Information Technology, Machine Learning, SaaS",0,5,,Scientific and electric apparatus and instruments,14194699,USD,14194699,,,"Lysaker, Akershus, Norway",$100M to $500M,2016-01-01,year,"TCV, Aker, Accel, Saudi Aramco",https://www.linkedin.com/company/cognitedata
Scandit,https://www.crunchbase.com/organization/scandit,501-1000,Active,http://www.scandit.com,press@scandit.com,+41 44 586 4540,,,,,,,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Hardware, Mobile, Software","Augmented Reality, Image Recognition, Machine Learning, Mobile Apps, Software",,,,,7979700,USD,7979700,,,"Zürich, Zurich, Switzerland",$100M to $500M,2009-01-01,year,"Warburg Pincus, Schneider Electric, NGP Capital, Venture Kick, Google Ventures",https://www.linkedin.com/company/scandit
Doma,https://www.crunchbase.com/organization/states-title,1001-5000,Active,https://www.doma.com,info@statestitle.com,+1 650 419 3827,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Real Estate, Science and Engineering, Software","Artificial Intelligence (AI), Commercial Real Estate, InsurTech, Machine Learning, Real Estate",10,1,,Insurance; financial affairs,30130982,USD,30130982,,,"San Francisco, California, United States",$100M to $500M,2016-09-01,month,"Fidelity, Lennar Corporation, Fifth Wall, Horizons Ventures, Bloomberg Beta",https://www.linkedin.com/company/domahq
Digital Diagnostics,https://www.crunchbase.com/organization/idx-2,101-250,Active,https://digitaldiagnostics.com,contact@digitaldiagnostics.com,319-248-5620,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software","Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Medical Device",18,7,,Scientific and electric apparatus and instruments,1934272,USD,1934272,,,"Coralville, Iowa, United States",$100M to $500M,2010-01-01,year,"University of Iowa, Alpha Edison, Optum Ventures, Kinderhook Industries, OSF Ventures",https://www.linkedin.com/company/digital-diagnostics/
Zymergen,https://www.crunchbase.com/organization/zymergen,501-1000,Active,http://www.zymergen.com,info@zymergen.com,(415) 801-8073,,,,,,,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Hardware, Science and Engineering, Software","Artificial Intelligence (AI), Big Data, Bioinformatics, Machine Learning, Robotics",179,12,Biochemistry; Beer; Spirits; Wine; Vinegar; Microbiology; Enzymology; Mutation Or Genetic Engineering,Chemical substances,386302,USD,386302,,,"Emeryville, California, United States",$100M to $500M,2013-01-01,year,"SoftBank, Employee Stock Option Fund, Mission BioCapital, DCVC, Obvious Ventures",https://www.linkedin.com/company/zymergen
SymphonyAI,https://www.crunchbase.com/organization/symphonyai,1001-5000,Active,http://www.symphonyai.com,info@symphonyai.com,+1 650-250-4777,3,6,1,4,,,,,"Artificial Intelligence (AI), Biotechnology, Commerce and Shopping, Consumer Goods, Data and Analytics, Information Technology, Manufacturing, Media and Entertainment, Science and Engineering, Software","Artificial Intelligence (AI), Consumer Goods, Industrial Manufacturing, Information Technology, Life Science, Machine Learning, Media and Entertainment, Retail, Software",0,2,,Advertising; business,30338580,USD,30338580,,,"Palo Alto, California, United States",$100M to $500M,2017-12-01,day,,https://www.linkedin.com/company/symphonyai
Bigtincan,https://www.crunchbase.com/organization/bigtincan,251-500,Active,http://www.bigtincan.com,sales@bigtincan.com,(877) 993-1617,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Machine Learning, Sales Automation, Sales Enablement, Software",,,,,,,,,,"Waltham, Massachusetts, United States",$100M to $500M,2011-01-01,day,"Regal Funds Management, Walnut Venture Associates, Southern Cross Venture Partners",https://www.linkedin.com/company/bigtincan
DeepMind,https://www.crunchbase.com/organization/deepmind,501-1000,Active,https://deepmind.com,contact@deepmind.com,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Business Development, Machine Learning",517,42,Computing; Calculating,Scientific and technological services,27689398,USD,27689398,,,"London, England, United Kingdom",$100M to $500M,2010-01-01,year,"Horizons Ventures, Founders Fund",https://www.linkedin.com/company/googledeepmind
Tiger Analytics,https://www.crunchbase.com/organization/tiger-analytics,1001-5000,Active,http://www.tigeranalytics.com,info@tigeranalytics.com,408-508-4430,,,,,,,,,"Advertising, Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Professional Services, Sales and Marketing, Software","Advertising, Analytics, Big Data, Consulting, Machine Learning, News",,,,,14651593,USD,14651593,,,"San Jose, California, United States",$100M to $500M,2010-01-01,year,,http://www.linkedin.com/company/2010798
Nuance Communications,https://www.crunchbase.com/organization/nuance,5001-10000,Active,http://www.nuance.com,investors@nuance.com,(781) 565-5000,1,1,1,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software","Artificial Intelligence (AI), Enterprise Software, Health Care, Machine Learning",577,37,Musical Instruments; Acoustics,Scientific and electric apparatus and instruments,113449986,USD,113449986,,,"Burlington, Massachusetts, United States",$100M to $500M,1992-01-01,year,"Visa, Morgenthaler Ventures, Fidelity Ventures, SAIC Venture Capital, Mayfield Fund",https://www.linkedin.com/company/nuance-communications
Digital.ai,https://www.crunchbase.com/organization/digital-ai,501-1000,Active,http://www.digital.ai/,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), DevOps, Enterprise Software, IT Management, Machine Learning, SaaS, Software",,,,,363792,USD,363792,,,"Boston, Massachusetts, United States",$100M to $500M,2020-04-15,day,,https://www.linkedin.com/company/digitalaisw
Accolite Digital,https://www.crunchbase.com/organization/accolite,1001-5000,Active,https://www.accolite.com,info@accolite.com,1 98800 35498,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Privacy and Security, Software","Cloud Computing, Cyber Security, DevOps, Machine Learning, Software",0,4,,Scientific and technological services,33030685,USD,33030685,,,"Chicago, Illinois, United States",$100M to $500M,2007-01-01,year,,https://www.linkedin.com/company/accolitedigital
EagleView Technologies,https://www.crunchbase.com/organization/eagleview-technologies,501-1000,Active,http://www.eagleview.com,customerservice@eagleview.com,(855) 984-6590,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Other, Real Estate, Software","Construction, Infrastructure, Insurance, Machine Learning, Software",81,35,Computing; Calculating,Scientific and technological services,19567478,USD,19567478,,,"Bothell, Washington, United States",$100M to $500M,2008-01-01,year,"Vista Equity Partners, Clearlake Capital Group",https://www.linkedin.com/company/eagleview-technologies-inc.
Paiblock,https://www.crunchbase.com/organization/paiblock,51-100,Active,https://paiblock.app,hello@paiblock.app,(773)400-67,,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Financial Services, Government and Military, Hardware, Information Technology, Software","FinTech, GovTech, Machine Learning, Retail Technology",,,,,,,,,,"Brøndbyvester, Hovedstaden, Denmark",$100M to $500M,2011-08-09,day,,https://www.linkedin.com/company/paiblock/
Mediaocean,https://www.crunchbase.com/organization/mediabank,1001-5000,Active,http://www.mediaocean.com,info@mediaocean.com,212-633-8100,1,1,1,,,,,,"Advertising, Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Software","Advertising, Analytics, Enterprise Software, Machine Learning, SaaS, Software",0,33,,Scientific and technological services,709853,USD,709853,,,"New York, New York, United States",$100M to $500M,2006-01-01,year,"TA Associates, New Enterprise Associates, CVC Capital Partners, Steamboat Ventures",http://www.linkedin.com/company/mediaocean
10Pearls,https://www.crunchbase.com/organization/10pearls,1001-5000,Active,http://www.10pearls.com,info@10pearls.com,703-935-1911,,,,,,,,,"Apps, Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Design, Hardware, Information Technology, Mobile, Other, Science and Engineering, Software","Artificial Intelligence (AI), Augmented Reality, Blockchain, Enterprise Software, Information Technology, Machine Learning, Mobile Apps, Product Design, SaaS, Web Development",0,7,,Scientific and technological services,2432100,USD,2432100,,,"Vienna, Virginia, United States",$100M to $500M,2004-01-01,year,,https://linkedin.com/company/10pearls
Syniti,https://www.crunchbase.com/organization/backoffice-associates,501-1000,Active,http://www.syniti.com,info@syniti.com,(508) 430-7100,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Data Center, Data Governance, Data Integration, Enterprise Resource Planning (ERP), Enterprise Software, Information Technology, Machine Learning, Software",6,20,Computing; Calculating,Scientific and electric apparatus and instruments,37809300,USD,37809300,,,"Needham, Massachusetts, United States",$100M to $500M,1996-01-01,year,Goldman Sachs,https://www.linkedin.com/company/synitidata
Saba Software,https://www.crunchbase.com/organization/saba,251-500,Closed,http://www.saba.com/,sales@saba.com,(877) 722-2101,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Hardware, Information Technology, Media and Entertainment, Professional Services, Science and Engineering, Software","Career Planning, Digital Media, Enterprise Software, Information Technology, Machine Learning, Robotics, Software, Training",12,16,Computing; Calculating,Scientific and technological services,,,,,,"Dublin, California, United States",$100M to $500M,1997-01-01,year,"Sequoia Capital, Crosslink Capital, HarbourVest Partners, Berkeley International Capital Corporation",http://www.linkedin.com/company/saba
InfoCepts,https://www.crunchbase.com/organization/infocepts-inc,1001-5000,Active,http://www.infocepts.com,info@infocepts.com,(703) 289-5117,,,,,,,,,"Apps, Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Health Care, Information Technology, Internet Services, Mobile, Science and Engineering, Software","Apps, Artificial Intelligence (AI), Big Data, Business Intelligence, Cloud Data Services, Machine Learning, Mobile Apps, Natural Language Processing, Pharmaceutical, Retail",,,,,16207174,USD,16207174,,,"Mclean, Virginia, United States",$100M to $500M,2004-01-01,year,,http://www.linkedin.com/company/133609
Digitate,https://www.crunchbase.com/organization/digitate,501-1000,Active,https://www.digitate.com,contact@digitate.com,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Science and Engineering, Software","Artificial Intelligence (AI), Cloud Infrastructure, Enterprise Software, IT Infrastructure, Machine Learning, Software",,,,,11051328,USD,11051328,,,"Santa Clara, California, United States",$100M to $500M,2015-06-01,month,,https://www.linkedin.com/company/12953270/
NashTech,https://www.crunchbase.com/organization/nashtech,1001-5000,Active,https://www.nashtechglobal.com/,info@nashtechglobal.com,+44 207 333 8778,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Professional Services, Software","Analytics, Cloud Management, Consulting, Data Integration, Information Technology, Machine Learning, Outsourcing, Software",,,,,47071976,USD,47071976,,,"London, England, United Kingdom",$100M to $500M,2000-01-01,year,,https://www.linkedin.com/company/2648279/admin/
Ontario Systems,https://www.crunchbase.com/organization/ontario-systems,251-500,Active,http://www.ontariosystems.com/,,(765)751-7000,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Internet Services, Payments, Science and Engineering, Software","Artificial Intelligence (AI), Cloud Data Services, Financial Services, Machine Learning, Payments, Software",5,19,Computing; Calculating,Scientific and electric apparatus and instruments,,,,,,"Muncie, Indiana, United States",$100M to $500M,1980-01-01,year,,https://www.linkedin.com/company/ontario-systems
Acolad,https://www.crunchbase.com/organization/acolad,1001-5000,Active,https://www.acolad.com,hello(@)acolad.com,+33-01-46-04-66-00,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Information Technology, Professional Services, Sales and Marketing, Software","Consulting, Content Marketing, Information and Communications Technology (ICT), Language Learning, Machine Learning, Marketing, Natural Language Processing, Software, Training, Translation Service",,,,,8544,USD,8544,,,"Boulogne-billancourt, Ile-de-France, France",$100M to $500M,,,,https://www.linkedin.com/company/acolad-group
Google AI,https://www.crunchbase.com/organization/google-research,10001+,Active,https://research.google,,2023461101,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Other, Science and Engineering, Software","Artificial Intelligence (AI), Machine Learning, Real Time, Search Engine",,,,,1132830,USD,1132830,,,"Mountain View, California, United States",$100M to $500M,1998-01-01,year,,
Zuci Systems,https://www.crunchbase.com/organization/zuci-systems,501-1000,Active,https://www.zucisystems.com/,sales@zucisystems.com,(331) 903-5007,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Information Technology, Machine Learning, Software",,,,,9214738,USD,9214738,,,"Downers Grove, Illinois, United States",$100M to $500M,2016-01-01,year,,https://www.linkedin.com/company/zuci-systems/about/
Comcast Technology Solutions,https://www.crunchbase.com/organization/comcast-technology-solutions,10001+,Active,https://www.comcasttechnologysolutions.com/,,1 (800) 824-1776,,,,,,,,,"Advertising, Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Sales and Marketing, Science and Engineering, Software, Video","Advertising, Artificial Intelligence (AI), Broadcasting, Machine Learning, Marketing, Video",,,,,13481327,USD,13481327,,,"Denver, Colorado, United States",$100M to $500M,1994-01-01,year,,https://www.linkedin.com/company/comcast-technology-solutions/
Information Builders,https://www.crunchbase.com/organization/information-builders,5001-10000,Active,http://www.ibi.com/,askinfo@ibi.com,1-212-736-4433,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Software","Analytics, Business Intelligence, Machine Learning, Software",0,7,,Scientific and electric apparatus and instruments,3241481,USD,3241481,,,"New York, New York, United States",$100M to $500M,1975-01-01,year,"Bregal Sagemount, GS Growth",https://www.linkedin.com/company/information-builders
CAS,https://www.crunchbase.com/organization/cas-2,1001-5000,Active,http://www.cas.org,help@cas.org,614-447-3713,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Machine Learning",,,,,5338,USD,5338,,,"Columbus, Ohio, United States",$100M to $500M,1907-01-01,year,,https://www.linkedin.com/company/cas/
Launch Consulting Group,https://www.crunchbase.com/organization/launch-consulting-group,501-1000,Active,https://launchconsulting.com,makeitfly@launchcg.com,+1 (425) 747-6111,,,,,,,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Analytics, Apps, Artificial Intelligence (AI), Machine Learning",,,,,909150,USD,909150,,,"Bellevue, Washington, United States",$100M to $500M,1996-01-01,year,,https://www.linkedin.com/company/launch-consulting-group/
TellApart,https://www.crunchbase.com/organization/tellapart,51-100,Closed,http://www.tellapart.com,info@tellapart.com,650-358-2845,,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Big Data, E-Commerce, Machine Learning, SaaS",0,3,,Advertising; business,,,,,,"Burlingame, California, United States",$100M to $500M,2009-07-01,day,"Harrison Metal, Dick Costolo, Greylock, SV Angel, Bain Capital Ventures",http://www.linkedin.com/company/tellapart
Fusionex,https://www.crunchbase.com/organization/fusionex,251-500,Active,https://www.fusionexgroup.com/,uk.info@fusionexgroup.com,+44 (0)207 038 8207,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Information Technology, Internet Services, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Big Data, Information Services, Information Technology, Internet of Things, Machine Learning, Software, Training",,,,,,,,,,"London, England, United Kingdom",$100M to $500M,2012-01-01,year,,https://www.linkedin.com/company/fusionex-group
Shore Group,https://www.crunchbase.com/organization/shore-technologies,251-500,Active,http://shoregrp.com,info@shoregrp.com,+1 (646) 535-0970,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Information Services, Information Technology, Machine Learning, Outsourcing, Service Industry, Technical Support, Web Development",0,1,,Scientific and electric apparatus and instruments,,,,,,"New York, New York, United States",$100M to $500M,2007-01-01,year,ClearPoint Investment Partners,https://www.linkedin.com/company/shoregrp
Databank IMX,https://www.crunchbase.com/organization/databank-imx,501-1000,Active,http://www.databankimx.com/,contactus@databankimx.com,3012105348,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Business Process Automation (BPA), CMS, Document Management, Machine Learning, Software",,,,,16001431,USD,16001431,,,"Chesterton, Indiana, United States",$100M to $500M,1996-01-01,year,"Fifth Third Bank, Merion Investment Partners, Akoya Capital Partners, Svoboda Capital",https://www.linkedin.com/company/databank-imx
Zen3 infosolutions,https://www.crunchbase.com/organization/zen3-infosolutions,1001-5000,Active,https://zen3tech.com/,info@zen3.com,040 4001 1111,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Media and Entertainment, Science and Engineering, Software","Artificial Intelligence (AI), Big Data, Content, Information Services, Information Technology, Machine Learning",0,1,,Scientific and electric apparatus and instruments,,,,,,"Redmond, Washington, United States",$100M to $500M,2003-01-01,year,,https://www.linkedin.com/company/zen3/
WaveAccess,https://www.crunchbase.com/organization/waveaccess,501-1000,Active,http://www.wave-access.com,hello@wave-access.com,+1 866 311 24 67,,,,,,,,,"Apps, Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Health Care, Information Technology, Mobile, Other, Sales and Marketing, Science and Engineering, Software","Blockchain, CRM, Data Integration, DevOps, Health Care, Information Technology, Intelligent Systems, Machine Learning, Mobile Apps, Web Development",0,1,,Scientific and technological services,13776082,USD,13776082,,,"Las Vegas, Nevada, United States",$100M to $500M,2000-07-04,day,,http://www.linkedin.com/companies/waveaccess
Science Systems and Applications,https://www.crunchbase.com/organization/science-systems-and-applications,501-1000,Active,https://www.ssaihq.com,business.development@ssaihq.com,+1 301 867 2000,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Manufacturing, Science and Engineering, Software","Machine Learning, Manufacturing, Software Engineering, Web Development",,,,,11070772,USD,11070772,,,"Lanham, Maryland, United States",$100M to $500M,1977-01-01,year,,https://www.linkedin.com/company/166110
Kopius,https://www.crunchbase.com/organization/kopius,501-1000,Active,https://kopiustech.com/,info@kopiustech.com,+1-206-672-3993,,,,,,,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Professional Services, Software","Analytics, Cloud Computing, DevOps, Machine Learning, Quality Assurance, Web Apps",0,0,,Advertising; business,,,,,,"Bellevue, Washington, United States",$100M to $500M,2023-01-01,year,,https://www.linkedin.com/company/kopius-tech/
Nintex,https://www.crunchbase.com/organization/nintex-usa,251-500,Active,https://www.nintex.com/,enquiries@nintex.com,+1 139-912-1800,,,,,,,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software","Analytics, Business Intelligence, Business Process Automation (BPA), Computer Vision, Enterprise Software, Machine Learning, Robotic Process Automation (RPA), Robotics, Software, Virtual Workforce",36,0,Computing; Calculating,,28357050,USD,28357050,,,"Bellevue, Washington, United States",$100M to $500M,2006-01-01,year,"TA Associates, Updata Partners, Thoma Bravo, Harcourts Paramount",http://www.linkedin.com/company/nintex
Intumit Inc.,https://www.crunchbase.com/organization/intumit,101-250,Active,https://www.intumit.com/,po@intumit.com,+ 886-2-29122100,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Information Technology, Machine Learning, Software",,,,,,,,,,"Taipei, T'ai-pei, Taiwan",$100M to $500M,1999-05-24,day,ITOCHU Techno-Solutions Corporation,https://www.linkedin.com/company/intumit-ai-digitaltransformation/
Celadon,https://www.crunchbase.com/organization/celadon,51-100,Active,https://celadonsoft.com/,hello@celadonsoft.com,+1 929 590 5986,,,,,,,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Mobile, Science and Engineering, Software","Apps, Artificial Intelligence (AI), Information Technology, Machine Learning, Mobile Apps, Software, Software Engineering, UX Design, Web Apps, Web Development",,,,,,,,,,"Dubai, Dubai, United Arab Emirates",$100M to $500M,2016-06-01,day,,https://www.linkedin.com/company/celadon-soft/
ALLSTARSIT,https://www.crunchbase.com/organization/allstarsit,1001-5000,Active,https://www.allstarsit.com ,star.team@allstarsit.com,,,,,,,,,,"Agriculture and Farming, Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Financial Services, Hardware, Health Care, Internet Services, Science and Engineering, Software, Transportation","AgTech, Artificial Intelligence (AI), Automotive, E-Commerce, FinTech, Health Care, InsurTech, Internet of Things, Machine Learning, Telecommunications",,,,,,,,,,"San Francisco, California, United States",$100M to $500M,2004-01-01,year,,https://www.linkedin.com/company/allstarsitcom 
