Organization Name,Organization Name URL,Number of Employees,Operating Status,Website,Contact Email,Phone Number,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Number of Alumni,Industry Groups,Industries,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Number of Private Notes,Tags,Headquarters Location,Estimated Revenue Range,Founded Date,Founded Date Precision,Top 5 Investors,LinkedIn
Runway,https://www.crunchbase.com/organization/runwayml,51-100,Active,https://runwayml.com,press@runwayml.com,,,,,,,,,,"Apps, Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Science and Engineering, Software, Video","Apps, Artificial Intelligence (AI), Generative AI, Machine Learning, Software, Video Editing",0,0,,Scientific and electric apparatus and instruments,,,,,,"New York, New York, United States",$1M to $10M,2018-01-01,day,"NVIDIA, Google, Madrona, Compound, Amjad Masad",https://www.linkedin.com/company/runwayml
Bubble,https://www.crunchbase.com/organization/bubble,101-250,Active,https://bubble.io,support@bubble.io,,,,,,,,,,"Artificial Intelligence (AI), Software","Developer Platform, Generative AI, Software, Web Development",0,2,,Scientific and technological services,605844,USD,605844,,,"New York, New York, United States",$1M to $10M,2012-01-01,year,"Betaworks, SignalFire, Neo, Foothill Ventures, Scott Belsky",https://www.linkedin.com/company/bubble-hq
Hive,https://www.crunchbase.com/organization/hive-dc0c,251-500,Active,https://thehive.ai/,info@thehive.ai,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software","Artificial Intelligence (AI), Computer Vision, Data Collection and Labeling, Generative AI, Machine Learning, Software, Speech Recognition",2,3,,Scientific and technological services,,,,,,"San Francisco, California, United States",$10M to $50M,2013-01-01,year,"Bracket Capital, General Catalyst, Eniac Ventures, Bain & Company, Rocketship.vc",https://www.linkedin.com/company/hiveai/
Pryon,https://www.crunchbase.com/organization/pryon,101-250,Active,https://pryon.com,info@pryon.com,919-230-4526,,,,,,,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Other, Science and Engineering, Software","Artificial Intelligence (AI), Computer Vision, Generative AI, Knowledge Management, Machine Learning, Natural Language Processing, SaaS, Search Engine",14,6,,Scientific and electric apparatus and instruments,547821,USD,547821,,,"Raleigh, North Carolina, United States",$1M to $10M,2017-08-31,day,"Gaingels, Breyer Capital, Tech Square Ventures, BootstrapLabs, Sequoia Scout",https://www.linkedin.com/company/pryon
Aisera,https://www.crunchbase.com/organization/aisera,251-500,Active,https://aisera.com/,info@aisera.com,650-667-4308,,,,,,,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Cloud Data Services, Enterprise Applications, Generative AI, Information Technology, Machine Learning, Natural Language Processing, Sales Automation",0,0,,Scientific and electric apparatus and instruments,514300,USD,514300,,,"Palo Alto, California, United States",$1M to $10M,2017-01-01,year,"Zoom, Goldman Sachs, Khosla Ventures, WiL (World Innovation Lab), Icon Ventures",https://www.linkedin.com/company/aisera/
AI21 Labs,https://www.crunchbase.com/organization/ai21,101-250,Active,http://www.ai21.com,info@ai21.com,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Generative AI, Machine Learning, Software",12,0,,,,,,,,"Tel Aviv, Tel Aviv, Israel",$10M to $50M,2017-11-01,month,"NVIDIA, Google for Startups, Comcast Ventures, Ahren Innovation Capital, Google",https://www.linkedin.com/company/ai21
AssemblyAI,https://www.crunchbase.com/organization/assemblyai,101-250,Active,https://www.assemblyai.com,support@assemblyai.com,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Developer APIs, Generative AI, Information Technology, Speech Recognition",0,0,,Scientific and technological services,662555,USD,662555,,,"San Francisco, California, United States",$1M to $10M,2017-01-01,year,"Y Combinator, Nat Friedman, Daniel Gross, TechNexus Venture Collaborative, Accel",https://www.linkedin.com/company/assemblyai
DataStax,https://www.crunchbase.com/organization/datastax,501-1000,Active,https://www.datastax.com,info@datastax.com,+1-650-389-6000,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Software","Data Management, Generative AI, Information Technology, Open Source, Software",12,8,,Scientific and electric apparatus and instruments,,,,,,"Santa Clara, California, United States",$100M to $500M,2010-03-31,day,"Bain Capital Ventures, Sequoia Capital, Crosslink Capital, Scale Venture Partners, Rackspace",https://www.linkedin.com/company/datastax
GrubMarket,https://www.crunchbase.com/organization/grubmarket-inc,1001-5000,Active,https://www.grubmarket.com,media@grubmarket.com,415-986-0523,2,2,1,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Financial Services, Food and Beverage, Internet Services, Payments, Science and Engineering, Software, Transportation","Artificial Intelligence (AI), E-Commerce, Food and Beverage, Generative AI, Internet, Payments, SaaS, Supply Chain Management",0,9,,Advertising; business,2284200,USD,2284200,,,"San Francisco, California, United States",$100M to $500M,2014-01-01,year,"Notable Capital, Trinity Capital, Alumni Ventures, Gaingels, Portfolia",https://www.linkedin.com/company/grubmarket-inc-
DeepL,https://www.crunchbase.com/organization/linguee,501-1000,Active,http://www.deepl.com,info@deepl.com,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Generative AI, Machine Learning, Software, Translation Service",0,2,,Scientific and electric apparatus and instruments,10300701,USD,10300701,,,"Cologne, Nordrhein-Westfalen, Germany",Less than $1M,2017-01-01,year,"WiL (World Innovation Lab), Bessemer Venture Partners, Benchmark, IVP, Atomico",https://www.linkedin.com/company/linkedin-com-company-deepl
OhMD,https://www.crunchbase.com/organization/ohmd,51-100,Active,http://www.OhMD.com,team@ohmd.com,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Health Care, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Science and Engineering, Software","Artificial Intelligence (AI), Communications Infrastructure, Electronic Health Record (EHR), Generative AI, Health Care, Messaging, mHealth",0,2,,Scientific and electric apparatus and instruments,,,,,,"Burlington, Vermont, United States",$1M to $10M,2014-01-01,day,"GE Healthcare, Marathon Health, OpenTempo, Blueprint Health, FCA Venture Partners",https://www.linkedin.com/company/ohmd/
Akin,https://www.crunchbase.com/organization/akin-fff7,51-100,Active,https://www.akin.com/,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation","Artificial Intelligence (AI), Generative AI, Machine Learning, Space Travel",,,,,,,,,,"Oakland, California, United States",$1M to $10M,2018-01-01,year,"CP Ventures, Chris Sang, Reinventure, LG Nova, Australian Government",https://www.linkedin.com/company/akin-assisitive-technology
Tome,https://www.crunchbase.com/organization/magical-tome,51-100,Active,https://tome.app/ai,,2069134300,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Generative AI, Information Technology, Software, Web Development",0,0,,Scientific and technological services,1102800,USD,1102800,,,"San Francisco, California, United States",$1M to $10M,2020-01-01,year,"500 Global, Wing Venture Capital, Lightspeed Venture Partners, Audacious Ventures, Eric Schmidt",https://www.linkedin.com/company/magical-tome
Inworld AI,https://www.crunchbase.com/organization/inworld-ai,101-250,Active,https://inworld.ai,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Gaming, Hardware, Science and Engineering, Software","Artificial Intelligence (AI), Gaming, Generative AI, Machine Learning, Virtual Reality",,,,,1323450,USD,1323450,,,"Mountain View, California, United States",$1M to $10M,2021-07-12,day,"Meta, BITKRAFT Ventures, Stanford University, Sequoia Capital, Section 32",https://www.linkedin.com/company/inworld-ai
Prefixbox,https://www.crunchbase.com/organization/prefixbox,51-100,Active,http://www.prefixbox.com,info@prefixbox.com,+36 70 436 65 26,,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Hardware, Internet Services, Software","E-Commerce, Generative AI, Product Search, Retail, Retail Technology, SaaS, Search Engine, Semantic Search",,,,,381045,USD,381045,,,"Budapest, Budapest, Hungary",$1M to $10M,2014-10-07,day,"Euroventures, Baconsult",https://www.linkedin.com/company/prefixbox/
RSN,https://www.crunchbase.com/organization/rsn,101-250,Active,https://www.realsn.com/en/,biz@realsn.com,+82 31-924-2025,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Big Data, Data Management, Generative AI, Software",1,0,Computing; Calculating,,,,,,,"Ilsandong, Kyonggi-do, South Korea",$10M to $50M,2004-05-31,day,"KB Investment, Stone Bridge Ventures",https://www.linkedin.com/company/rsn-korea/
Picsart,https://www.crunchbase.com/organization/picsart,1001-5000,Active,http://picsart.com/,support@picsart.com,415-757-6800,1,1,,,,,,,"Artificial Intelligence (AI), Content and Publishing, Design, Media and Entertainment, Software, Video","Generative AI, Graphic Design, Photo Editing, Photography, Software, Video Editing",1,3,Computing; Calculating,Scientific and electric apparatus and instruments,,,,,,"Miami, Florida, United States",$100M to $500M,2011-01-01,year,"DCM Ventures, Sequoia Capital, G Squared, Siguler Guff & Company, 3VC",https://www.linkedin.com/company/3007630
Wirestock,https://www.crunchbase.com/organization/wirestock,5001-10000,Active,https://wirestock.io/,partner@wirestock.io,+37499586504,,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Information Technology, Sales and Marketing","Digital Marketing, E-Commerce, Generative AI, Information Services, Information Technology",,,,,,,,,,"San Jose, California, United States",$1M to $10M,2019-01-01,year,"2048 Ventures, Vulcan Capital, Yellow Rocks!, Angelsdeck Global Ventures, Formula VC",https://www.linkedin.com/company/wirestock/
Doris,https://www.crunchbase.com/organization/doris-576f,51-100,Active,https://www.doris.mobi/,fmorato@doris.mobi,+55 19 988065179,,,,,,,,,"Artificial Intelligence (AI), Clothing and Apparel, Design, Software","Fashion, Generative AI, Software",,,,,,,,,,"São Paulo, Sao Paulo, Brazil",$1M to $10M,2020-06-01,day,Marcos de Moraes,https://www.linkedin.com/company/doris-mobi/
SquareML.ai,https://www.crunchbase.com/organization/squareml,51-100,Active,https://www.squareml.ai,sales@squareml.ai,+1 800 922 1616,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Generative AI, Health Care, Information Technology, Machine Learning, Predictive Analytics, SaaS, Software, Telehealth",,,,,,,,,,"Jersey City, New Jersey, United States",,2021-06-21,day,4 Pillars Investments,https://www.linkedin.com/company/squareml
Tabnine,https://www.crunchbase.com/organization/tabnine,51-100,Active,https://www.tabnine.com/,support@tabnine.com,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software","Artificial Intelligence (AI), Developer Tools, Generative AI, SaaS, Search Engine, Software",0,4,,Scientific and technological services,,,,,,"Tel Aviv, Tel Aviv, Israel",$1M to $10M,2013-01-01,year,"OurCrowd, Qualcomm Ventures, Elaia, Telstra Ventures, Khosla Ventures",https://il.linkedin.com/company/tabnine
deepset,https://www.crunchbase.com/organization/deepset,51-100,Active,https://deepset.ai,sales@deepset.ai,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software","Artificial Intelligence (AI), Generative AI, Machine Learning, Natural Language Processing, Open Source, Search Engine, Semantic Search",0,1,,Scientific and electric apparatus and instruments,747776,USD,747776,,,"Berlin, Berlin, Germany",$10M to $50M,2018-01-01,year,"Tiny VC, Google Ventures, Mustafa Suleyman, Harpoon, Lunar Ventures",https://www.linkedin.com/company/deepset-ai
CopyAI,https://www.crunchbase.com/organization/copyai,101-250,Active,https://www.copy.ai,,,,,,,,,,,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Sales and Marketing, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Copywriting, Generative AI, Marketing Automation, Productivity Tools",,,,,,,,,,"Memphis, Tennessee, United States",$1M to $10M,2020-01-01,year,"Sequoia Capital, Wing Venture Capital, Tiger Global Management, Atelier Ventures, Unpopular Ventures",https://www.linkedin.com/company/copyai
Primary Venture Partners,https://www.crunchbase.com/organization/primary-venture-partners,51-100,Active,http://www.primary.vc,,+1 646-374-1792,100,174,43,41,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Financial Services, Health Care, Manufacturing, Other, Real Estate, Software, Transportation","Developer Tools, E-Commerce, FinTech, Generative AI, Health Care, Manufacturing, PropTech, Small and Medium Businesses, Supply Chain Management",,,,,281185,USD,281185,,,"Manhattan, New York, United States",$1M to $10M,2015-01-30,day,,http://www.linkedin.com/company/1381092
AQEMIA,https://www.crunchbase.com/organization/aqemia,51-100,Active,http://www.aqemia.com/,,,,,,,,,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software","Artificial Intelligence (AI), Biotechnology, Generative AI, Life Science, Machine Learning, Pharmaceutical",,,,,450176,USD,450176,,,"Paris, Ile-de-France, France",,2019-06-13,day,"Eurazeo, Bpifrance, Elaia, Wendel Growth",https://www.linkedin.com/company/aqemia/
QuillBot,https://www.crunchbase.com/organization/quillbot,101-250,Closed,https://www.quillbot.com,support@quillbot.com,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software","Artificial Intelligence (AI), Education, Generative AI, Natural Language Processing, Software",,,,,272832,USD,272832,,,"Chicago, Illinois, United States",$1M to $10M,2017-12-01,month,"Sierra Ventures, GSV Ventures, Service Provider Capital",https://www.linkedin.com/company/quillbot/
Automated Insights,https://www.crunchbase.com/organization/automated-insights,51-100,Active,http://www.automatedinsights.com,pr@automatedinsights.com,(919)973-3622,1,1,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software","Artificial Intelligence (AI), Big Data, Business Intelligence, Content, Generative AI, Software",1,0,Computing; Calculating,,2302083,USD,2302083,,,"Durham, North Carolina, United States",$10M to $50M,2007-06-01,day,"Osage Venture Partners, IDEA Fund Partners, BoxGroup, Samsung NEXT, David Tisch",http://www.linkedin.com/company/2708220
Reco,https://www.crunchbase.com/organization/reco-67bb,51-100,Active,https://www.recolabs.ai/,info@reco.ai,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software","Artificial Intelligence (AI), Cyber Security, Generative AI, SaaS, Software",,,,,,,,,,"San Francisco, California, United States",$10M to $50M,2020-01-01,year,"boldstart ventures, Zeev Ventures, Angular Ventures, Jibe Ventures, Insight Partners",https://www.linkedin.com/company/recolabs/
Qualcomm,https://www.crunchbase.com/organization/qualcomm,10001+,Active,http://www.qualcomm.com,Careers@Qualcomm.com,(858) 587-1121,69,89,18,3,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Mobile, Science and Engineering, Software","Artificial Intelligence (AI), Generative AI, Software, Telecommunications, Wireless",209,0,Electric Communication Technique,,,,,,,"San Diego, California, United States",$10B+,1985-01-01,day,KB Securities,https://www.linkedin.com/company/qualcomm
EPAM Systems,https://www.crunchbase.com/organization/epam-systems,10001+,Active,http://www.epam.com,info@epam.com,12677599000,,,,,,,,,"Artificial Intelligence (AI), Information Technology, Professional Services, Science and Engineering, Software","Consulting, Enterprise Software, Generative AI, Information Technology, Software, Software Engineering",0,28,,Scientific and technological services,375298018,USD,375298018,,,"Newtown, Pennsylvania, United States",$1B to $10B,1993-01-01,year,"Da Vinci Capital, Euroventures, Renaissance Investment Management",https://www.linkedin.com/company/epam-systems/
SiDLY,https://www.crunchbase.com/organization/sidly,51-100,Active,http://www.sidly.eu//,office@sidly.eu,+48603611915,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software","Artificial Intelligence (AI), Generative AI, Health Care, Medical Device, Telehealth",,,,,434682,USD,434682,,,"Warsaw, Mazowieckie, Poland",$1M to $10M,2014-01-01,year,"MCI Capital SA, AIP Seed, Simpact Ventures, INNOventure",https://www.linkedin.com/company/5272194
Rask AI,https://www.crunchbase.com/organization/rask-ai,51-100,Active,https://www.rask.ai,hello@brask.ai,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software","Artificial Intelligence (AI), EdTech, Generative AI, SaaS",,,,,,,,,,"Dover, Delaware, United States",,2023-04-01,month,,https://www.linkedin.com/company/rask-ai/
Collective[i],https://www.crunchbase.com/organization/collective-i,51-100,Active,http://www.collectivei.com,info@collectivei.com,+1-646-400-5011,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Business Intelligence, Collaboration, Generative AI, Information Technology, Predictive Analytics, Sales, Sales Automation",0,0,Computing; Calculating,,4726200,USD,4726200,,,"New York, New York, United States",$1M to $10M,2007-01-01,year,,http://www.linkedin.com/company/2412659
Trianz,https://www.crunchbase.com/organization/trianz,1001-5000,Active,https://www.trianz.com,reach@trianz.com,+114083875800,,,,,,,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Mobile, Other, Privacy and Security, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Cloud Infrastructure, Collaboration, Cyber Security, Generative AI, Mobile Apps, Test and Measurement",0,7,,Scientific and technological services,7175686,USD,7175686,,,"Santa Clara, California, United States",$50M to $100M,2001-01-01,year,"Crescent Cove Advisors, Capital Square Partners, New York Life Investment Management",http://www.linkedin.com/company/trianz
iZotope,https://www.crunchbase.com/organization/izotope,51-100,Active,http://izotope.com,support@izotope.com,(617) 577-7799,,,,,,,,,"Apps, Artificial Intelligence (AI), Media and Entertainment, Mobile, Music and Audio, Software, Video","Audio, Broadcasting, Generative AI, Mobile Apps, Music, Software",4,10,Basic Electronic Circuitry,Scientific and electric apparatus and instruments,1645898,USD,1645898,,,"Boston, Massachusetts, United States",$10M to $50M,2001-01-01,year,ABS Capital Partners,https://www.linkedin.com/company/izotope-inc-/
TechCurators,https://www.crunchbase.com/organization/techcurators,251-500,Active,https://www.techcurators.in,info@techcurators.in,+91 8950004355,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Information Technology, Internet Services, Privacy and Security, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Cloud Computing, Corporate Training, Cyber Security, E-Learning, Generative AI, Recruiting, Skill Assessment",,,,,,,,,,"New Delhi, Delhi, India",$1M to $10M,2018-01-01,year,,https://www.linkedin.com/company/techcurators
Laivly,https://www.crunchbase.com/organization/laivly,101-250,Active,https://laivly.com,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Generative AI, Information Technology, Software",0,2,,Scientific and technological services,,,,,,"Winnipeg, Manitoba, Canada",$10M to $50M,2018-01-01,year,,https://www.linkedin.com/company/laivly/
HIX.AI,https://www.crunchbase.com/organization/hix-ai,51-100,Active,https://hix.ai/,support@hix.ai,,,,,,,,,,"Artificial Intelligence (AI), Software","Generative AI, Software",,,,,,,,,,,,2020-03-01,day,,
AWS Impact Accelerator,https://www.crunchbase.com/organization/aws-impact-accelerator,10001+,Active,https://aws-startup-lofts.com,,,63,63,58,21,,,10,,"Artificial Intelligence (AI), Financial Services, Lending and Investments","Finance, Financial Services, Funding Platform, Generative AI",,,,,,,,,,"Seattle, Washington, United States",,2023-04-04,day,,https://www.linkedin.com/company/aws-startup-loft-accelerator/
Simplenight,https://www.crunchbase.com/organization/simplenight,51-100,Active,http://www.simplenight.com,info@simplenight.com,800-625-2306,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Information Technology, Real Estate, Science and Engineering, Software, Sports, Travel and Tourism","Artificial Intelligence (AI), Generative AI, Government, Hospitality, Information Technology, Smart Building, Smart Cities, Sports, Tourism, Travel",,,,,346514,USD,346514,,,"Miami, Florida, United States",$1M to $10M,2013-08-01,day,"Newchip Accelerator, Florida Funders",https://www.linkedin.com/company/simplenight
Sigma AI,https://www.crunchbase.com/organization/sigma-ai,251-500,Active,https://sigma.ai/,info@sigma.ai,+34910855565,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Data Collection and Labeling, Generative AI, Information Services, Information Technology, Machine Learning, Natural Language Processing",,,,,,,,,,"Madrid, Madrid, Spain",$1M to $10M,2008-01-01,year,,https://www.linkedin.com/company/sigma-ai/
Kanerika Inc.,https://www.crunchbase.com/organization/kanerika,251-500,Active,https://kanerika.com/,contact@kanerika.com,+1 (512) 434-3755,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Data Governance, Data Integration, Generative AI, Machine Learning, Robotic Process Automation (RPA)",,,,,,,,,,"Austin, Texas, United States",$1M to $10M,2015-09-29,day,,https://www.linkedin.com/company/kanerika-inc/
e2f,https://www.crunchbase.com/organization/e2f-translations,51-100,Active,http://www.e2f.com,info@e2f.com,888-323-0055,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Software","Generative AI, Machine Learning, Software, Translation Service",,,,,2357714,USD,2357714,,,"San Jose, California, United States",$1M to $10M,2003-01-01,year,,https://www.linkedin.com/company/211206
Matellio Inc.,https://www.crunchbase.com/organization/matellio-llc,251-500,Active,https://www.matellio.com/,digital@matellio.com,+1-408-560-1910,,,,,,,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Internet Services, Mobile, Science and Engineering, Software","Artificial Intelligence (AI), Enterprise Software, Generative AI, Internet of Things, Machine Learning, Mobile Apps, Software, Software Engineering",0,1,,Scientific and technological services,782844,USD,782844,,,"San Jose, California, United States",$50M to $100M,2014-01-01,day,,https://www.linkedin.com/company/matellio
Neoteric,https://www.crunchbase.com/organization/neoteric,51-100,Active,https://www.neoteric.eu/services/generative-ai/,hi@neoteric.eu,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Design, Hardware, Science and Engineering, Software, Sports","Artificial Intelligence (AI), Computer Vision, Fitness, Generative AI, Machine Learning, Predictive Analytics, Product Design, Software, Software Engineering",0,1,,Scientific and electric apparatus and instruments,622884,USD,622884,,,"Gdansk, Pomorskie, Poland",$10M to $50M,2005-10-03,day,,https://www.linkedin.com/company/neoteric
Fasthr.AI,https://www.crunchbase.com/organization/fasthr-ai,51-100,Active,https://www.fasthr.ai/,,,,,,,,,,,Artificial Intelligence (AI),Generative AI,,,,,,,,,,"Mumbai, Maharashtra, India",,2023-05-01,month,,https://www.linkedin.com/company/fastjobs-io/mycompany/
Translab Technologies,https://www.crunchbase.com/organization/translab-technologies,101-250,Active,http://translab.io,info@translabtechnologies.com,+1-902-706 8085,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Health Care, Information Technology, Professional Services, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Big Data, Consulting, Data Integration, Data Management, Financial Services, Generative AI, Health Care, Machine Learning",,,,,,,,,,"Halifax, Nova Scotia, Canada",,2015-01-01,year,,https://www.linkedin.com/company/translab-technologies-pvt-ltd
ThirstySprout,https://www.crunchbase.com/organization/thirstysprout,101-250,Active,http://thirstysprout.com,hello@thirstysprout.com,206-979-0806,,,,,,,,,"Administrative Services, Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Education, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Career Planning, Corporate Training, Employment, Generative AI, Human Resources, Marketplace, Recruiting, SaaS, Software",,,,,74997,USD,74997,,,"Seattle, Washington, United States",$1M to $10M,2018-08-01,day,,https://www.linkedin.com/company/thirstysprout/
"Bilytica (SaaS, AI, Analytics)",https://www.crunchbase.com/organization/bilytica,101-250,Active,http://www.bilytica.com,info@bilytica.com,+966545973047,,,,,,,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Big Data, Data Mining, Developer APIs, Electronic Health Record (EHR), Generative AI, Human Resources, Machine Learning, Text Analytics",,,,,,,,,,"Lahore, Punjab, Pakistan",,2014-03-01,day,,https://www.linkedin.com/company/bilytica-private-limited
Applied AI Consulting,https://www.crunchbase.com/organization/applied-ai-consulting,51-100,Active,https://appliedaiconsulting.com/,info@appliedaiconsulting.com,8604949098,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Professional Services, Science and Engineering, Software","Cloud Computing, Cloud Infrastructure, DevOps, Enterprise Software, Generative AI, Information Technology, Natural Language Processing, Quality Assurance, SaaS, Software Engineering",,,,,,,,,,"Mckinney, Texas, United States",Less than $1M,2019-07-02,day,,https://www.linkedin.com/company/appliedaiconsulting/mycompany/?viewAsMember=true
Hyperstack,https://www.crunchbase.com/organization/hyperstack-97fc,51-100,Active,https://www.hyperstack.cloud/,info@hyperstack.cloud,+44 (0) 203 475 3402,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Software","Cloud Computing, Generative AI, GPU, Machine Learning",,,,,170998,USD,170998,,,,,2020-04-15,day,,https://www.linkedin.com/showcase/hyperstackshowcasepage
iauro,https://www.crunchbase.com/organization/iauro,51-100,Active,http://www.iauro.com,sales@iauro.com,+919422309959,,,,,,,,,"Artificial Intelligence (AI), Information Technology, Professional Services, Software","Consulting, Generative AI, Information Technology, Software",,,,,,,,,,"Pune, Maharashtra, India",$1M to $10M,2009-02-01,day,Speciale Invest,http://www.linkedin.com/company/iauro-systems-pvt-ltd
Edify,https://www.crunchbase.com/organization/edify-6b77,51-100,Active,https://edify.cx,info@edify.cx,1-833-740-8024,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Generative AI, Information Technology, PaaS, Software",,,,,,,,,,"Santa Monica, California, United States",$10M to $50M,2018-01-01,year,,https://www.linkedin.com/company/edify-cx
Tanka,https://www.crunchbase.com/organization/tanka-1bec,101-250,Active,https://www.tanka.ai/,marketing@tanka.chat,,,,,,,,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Apps, Artificial Intelligence (AI), Generative AI, Software",0,2,,Scientific and electric apparatus and instruments,,,,,,"Redwood City, California, United States",,2019-10-01,day,,https://www.linkedin.com/company/tankachat/
Processica,https://www.crunchbase.com/organization/processica-business-process-automation-platform,51-100,Active,https://www.processica.com/,sales@processica.com,+1 302 202 9985,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Business Information Systems, Consulting, Generative AI, Information Technology, IT Management, Software, Software Engineering",,,,,1219712,USD,1219712,,,"Wilmington, Delaware, United States",,2019-01-01,year,,https://www.linkedin.com/company/processica/
McKinsol Consulting,https://www.crunchbase.com/organization/mckinsol-consulting,101-250,Active,http://www.mckinsol.com/,support@mckinsol.com,888-727-2497,,,,,,,,,"Artificial Intelligence (AI), Biotechnology, Clothing and Apparel, Commerce and Shopping, Data and Analytics, Design, Information Technology, Manufacturing, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Enterprise Resource Planning (ERP), Fashion, Generative AI, Information Technology, Life Science, Manufacturing, Retail, Sales Automation, Wholesale",,,,,1303969,USD,1303969,,,"Edison, New Jersey, United States",$1M to $10M,2007-01-01,year,,https://www.linkedin.com/company/202568/
